Word	HappRank	Havg	StDev	Freq_List	TwitterRank	Gbook_Rank
новостей	3143	5.66	1.0806	4582	2314	--
думают	3144	5.66	0.7982	1366	1896	--
народный	3145	5.66	1.0224	--	--	3834
анна	3146	5.66	1.0616	1149	3989	3516
рядом	3147	5.66	0.7453	409	414	643
ночи	3148	5.66	1.1178	383	251	1955
исследованиях	3149	5.66	0.8234	--	--	3923
сделать	3150	5.66	0.5928	135	216	466
особую	3151	5.66	1.0224	--	--	3752
спит	3152	5.66	0.9607	1556	1657	--
компания	3153	5.66	0.8715	1976	733	--
решить	3154	5.66	0.9607	2098	3462	2829
слышать	3155	5.66	0.6884	1196	3400	--
торговли	3156	5.66	0.8234	--	--	1000
смотрит	3157	5.66	0.8234	1988	1470	4063
начинаешь	3158	5.66	0.7722	4142	4308	--
отправиться	3159	5.66	0.8234	3256	--	--
android	3160	5.66	1.2554	--	904	--
покажи	3161	5.66	0.7453	1052	--	--
сегодняшнего	3162	5.66	0.7174	3937	3713	--
голове	3163	5.66	0.8947	1161	741	3131
машиной	3164	5.66	1.0806	3473	--	--
обещание	3165	5.66	0.8715	4202	--	--
can	3166	5.64	0.8271	--	465	--
занятия	3167	5.64	0.8271	3443	--	3802
джулия	3168	5.64	1.0451	3448	--	--
фотошоп	3169	5.64	0.9638	--	5005	--
отношении	3170	5.64	1.1205	--	3354	383
получишь	3171	5.64	0.8751	1490	--	--
мною	3172	5.64	0.6928	--	--	1464
встречались	3173	5.64	1.1386	2341	--	--
своею	3174	5.64	0.7217	--	--	4232
сити	3175	5.64	1.1386	2819	3616	--
miss	3176	5.64	1.1205	--	2087	--
взглянуть	3177	5.64	0.8514	1612	--	--
мне	3178	5.64	0.7217	11	19	82
делаем	3179	5.64	0.7494	1278	3489	--
дорога	3180	5.64	0.8981	2073	3223	2418
капитала	3181	5.64	0.9424	--	--	1306
совести	3182	5.64	1.2249	--	--	4900
телефоне	3183	5.64	0.8020	--	2296	--
настя	3184	5.64	1.0835	--	1830	--
подумал	3185	5.64	0.6928	627	2063	3192
фоток	3186	5.64	0.8981	--	4188	--
угодно	3187	5.64	1.0053	703	2345	3206
собственного	3188	5.64	0.8271	3737	--	3798
двое	3189	5.64	0.8271	780	2354	3726
даст	3190	5.64	0.9424	1712	3284	4330
отношение	3191	5.64	0.7494	2418	3053	600
завести	3192	5.64	0.8514	4394	--	--
иван	3193	5.64	1.0053	4300	2487	990
появляется	3194	5.64	0.7762	3428	4007	2699
выжить	3195	5.64	1.3365	2679	--	--
взяла	3196	5.64	0.7217	1513	2951	--
высоты	3197	5.64	1.0451	--	--	2520
объяснить	3198	5.64	0.8514	1002	3784	1717
хватило	3199	5.64	0.9424	3850	3723	--
мгновение	3200	5.64	0.7762	4852	--	--
дальнейшее	3201	5.64	0.8271	--	--	1766
заниматься	3202	5.64	0.8514	1172	1965	3467
сборной	3203	5.64	0.8514	--	1787	--
автора	3204	5.64	0.9638	--	--	780
unlocked	3205	5.64	1.1911	--	2830	--
хозяйство	3206	5.64	0.8981	--	--	958
своё	3207	5.64	0.7762	917	1837	--
делают	3208	5.64	0.7762	825	1292	3060
рассказывал	3209	5.64	0.8020	2003	--	4652
открывается	3210	5.64	0.8751	--	3892	--
получения	3211	5.64	0.6627	--	1904	1083
даешь	3212	5.64	0.9424	--	3874	--
товаров	3213	5.64	0.9205	--	--	1102
началу	3214	5.64	0.7217	--	--	3222
wants	3215	5.64	0.8514	--	4430	--
утверждать	3216	5.64	0.9638	--	--	4072
мнe	3217	5.64	0.8020	4201	--	--
ем	3218	5.64	0.9205	3616	1303	--
города	3219	5.64	0.9424	845	826	341
приготовиться	3220	5.64	0.9205	4345	--	--
me	3221	5.64	0.8020	1830	108	--
сделаем	3222	5.64	0.6928	892	--	--
you	3223	5.64	0.9638	1013	42	--
взгляда	3224	5.64	0.7762	--	--	4982
иностранных	3225	5.64	1.0451	--	--	1316
пойдет	3226	5.64	0.8020	1492	2119	4728
собираемся	3227	5.64	0.7762	1784	--	--
сезон	3228	5.64	0.8514	3040	1007	--
иметь	3229	5.64	1.0645	773	1424	537
приносит	3230	5.64	0.8271	4321	--	--
взгляды	3231	5.64	0.8981	--	--	2519
красный	3232	5.64	0.8514	2109	2996	3101
тобой	3233	5.64	0.9205	110	319	2621
моим	3234	5.64	0.7762	514	1072	4202
идёт	3235	5.64	0.8271	965	1868	--
предлагают	3236	5.64	1.0645	--	4734	--
эпохи	3237	5.64	0.8020	--	2450	1158
очерк	3238	5.64	0.8271	--	--	3772
высота	3239	5.64	0.8981	--	--	3299
целом	3240	5.64	0.8751	--	3426	485
сейчас	3241	5.64	0.8271	62	81	254
учителей	3242	5.64	1.0053	--	--	3079
входят	3243	5.64	0.6928	--	--	2873
шансов	3244	5.64	1.0451	3372	--	--
полученные	3245	5.64	0.7494	--	--	1279
ради	3246	5.64	0.7494	335	753	1220
рассказывала	3247	5.64	0.8751	4084	--	--
хотят	3248	5.64	0.9424	582	699	3774
синьор	3249	5.64	0.8271	3480	--	--
хватало	3250	5.64	1.0254	3255	--	--
занимаешься	3251	5.64	0.7494	2369	--	--
coming	3252	5.64	0.8981	--	3280	--
абсолютно	3253	5.64	1.0053	841	931	3818
мэри	3254	5.64	1.0835	1696	--	--
попробую	3255	5.64	0.7494	2380	3824	--
результатом	3256	5.64	0.8271	--	--	3126
месторождений	3257	5.64	1.1205	--	--	2337
увидел	3258	5.64	0.8981	854	1713	1690
показывать	3259	5.64	0.8271	4624	4142	--
позвонила	3260	5.64	0.8981	2994	4604	--
наблюдать	3261	5.64	0.8020	3814	4877	4482
кусочек	3262	5.64	1.0254	3584	--	--
выбрал	3263	5.64	0.8271	2036	--	--
мозга	3264	5.64	1.1563	2666	2970	2629
люси	3265	5.64	1.0645	1432	--	--
голову	3266	5.64	0.9638	457	698	728
горячий	3267	5.64	1.1205	4467	4908	--
history	3268	5.64	1.0053	--	4656	--
#ipad	3269	5.64	1.0254	--	363	--
слышит	3270	5.64	0.7494	3593	--	--
домов	3271	5.64	0.9205	--	--	2660
предлагаю	3272	5.64	0.8514	2106	2221	--
исторически	3273	5.64	0.8751	--	--	3967
продолжить	3274	5.64	0.6928	3588	--	--
млрд	3275	5.64	1.3815	--	1847	2003
началом	3276	5.64	0.8020	--	--	3835
предложений	3277	5.64	0.7217	--	--	3114
речь	3278	5.64	0.8020	1141	1916	556
looks	3279	5.64	0.7494	--	4938	--
видеть	3280	5.64	0.8981	301	971	965
наблюдения	3281	5.64	0.9205	--	--	1387
англ	3282	5.64	1.0254	--	3614	1041
начнет	3283	5.64	0.8271	--	4410	--
помнит	3284	5.64	0.9424	4117	--	--
head	3285	5.64	0.8514	--	4530	--
портал	3286	5.62	0.9010	--	1669	--
мост	3287	5.62	0.8053	3483	4119	--
узнай	3288	5.62	0.8781	--	3950	--
репортаж	3289	5.62	0.8781	--	3509	--
суть	3290	5.62	0.8053	3519	3807	1994
соединение	3291	5.62	0.8303	--	--	4391
западных	3292	5.62	0.9875	--	--	3003
материальных	3293	5.62	1.1586	--	--	2092
статус	3294	5.62	0.8545	--	3235	--
звонил	3295	5.62	0.9010	1190	4905	--
медведь	3296	5.62	1.1045	4702	4984	--
звание	3297	5.62	1.1586	--	--	4456
обращение	3298	5.62	0.6667	--	1452	3112
постоянных	3299	5.62	0.6966	--	--	4536
земледелия	3300	5.62	0.9452	--	--	3319
напишите	3301	5.62	0.9010	--	4076	--
позволило	3302	5.62	0.8053	--	--	3022
обнаружил	3303	5.62	1.0079	4145	--	--
равен	3304	5.62	0.8303	--	--	4397
услышал	3305	5.62	0.7253	2219	--	--
пишу	3306	5.62	0.6667	3487	925	--
штука	3307	5.62	1.1409	1630	2710	--
исторического	3308	5.62	0.8545	--	--	1623
собрали	3309	5.62	0.6966	--	3792	--
рука	3310	5.62	0.8303	1662	2824	3444
практики	3311	5.62	0.6354	--	--	2201
венгрии	3312	5.62	0.9452	--	--	4819
красная	3313	5.62	1.0476	3973	3655	4223
жанр	3314	5.62	0.8053	--	4781	--
feat	3315	5.62	1.2103	--	1653	--
effects	3316	5.62	0.8781	--	2061	--
пальто	3317	5.62	0.8303	3555	--	--
магазин	3318	5.62	0.9234	1412	803	--
целесообразно	3319	5.62	1.1409	--	--	3251
захотите	3320	5.62	0.9010	4576	--	--
поступать	3321	5.62	0.6966	4524	--	--
марте	3322	5.62	0.9666	--	4161	3689
универе	3323	5.62	1.0476	--	4418	--
предлагает	3324	5.62	0.7253	--	2340	--
отметил	3325	5.62	0.8545	--	--	4433
сочинения	3326	5.62	0.9010	--	--	3361
язык	3327	5.62	0.8303	1280	1483	634
восток	3328	5.62	0.8545	3975	--	2237
доступ	3329	5.62	0.9452	3131	4679	--
команды	3330	5.62	0.8781	1860	2757	--
нужна	3331	5.62	1.0079	308	611	3354
тeбя	3332	5.62	0.7253	4281	--	--
жители	3333	5.62	0.8781	4356	2086	3297
вновь	3334	5.62	0.6667	1878	1630	589
delivery	3335	5.62	0.9452	--	2263	--
писем	3336	5.62	0.8303	--	--	3368
союзе	3337	5.62	1.0859	--	--	3273
решения	3338	5.62	1.1761	2538	2502	410
смотрю	3339	5.62	0.8545	1336	338	--
верхней	3340	5.62	0.8781	--	--	1753
завтра	3341	5.62	1.0669	226	68	1786
расскажи	3342	5.62	0.7253	1017	4279	--
национальный	3343	5.62	1.1229	--	--	4086
поехал	3344	5.62	0.8545	2744	4162	--
телефона	3345	5.62	0.8053	2327	1510	--
решений	3346	5.62	0.8053	--	--	1370
большинстве	3347	5.62	1.0280	--	--	1565
устроить	3348	5.62	0.9452	2212	4550	--
нашему	3349	5.62	0.7253	2483	--	1820
капитана	3350	5.62	0.9452	2691	--	--
суммы	3351	5.62	1.0079	--	--	1832
наедине	3352	5.62	0.9875	2474	--	--
слушайте	3353	5.62	0.8303	872	--	--
команду	3354	5.62	0.8303	2358	4595	--
держи	3355	5.62	0.8053	656	--	--
ресурсов	3356	5.62	1.0280	--	--	1017
порядка	3357	5.62	0.8303	--	--	711
успей	3358	5.62	0.7530	--	2555	--
имущество	3359	5.62	0.9010	--	--	3956
рассказать	3360	5.62	0.7253	713	2381	--
оба	3361	5.62	0.9452	648	2915	1015
объединение	3362	5.62	0.9010	--	--	3302
берега	3363	5.62	0.9452	--	--	2115
making	3364	5.62	0.8303	--	4135	--
встала	3365	5.62	0.8053	--	2873	--
андрей	3366	5.62	0.9875	--	1197	2671
максим	3367	5.62	1.0079	--	2413	--
готовится	3368	5.62	0.6354	--	2734	--
совет	3369	5.62	0.9452	1453	1475	949
guys	3370	5.62	0.9875	--	1639	--
подскажите	3371	5.62	0.8781	--	3996	--
волн	3372	5.62	0.7530	--	--	1598
мистеру	3373	5.62	1.0476	3622	--	--
принимать	3374	5.62	0.8303	1986	3232	2188
watch	3375	5.62	0.8545	--	609	--
тебе	3376	5.62	0.7796	22	64	402
телефоны	3377	5.62	0.9666	--	862	--
страны	3378	5.62	0.9010	1295	750	190
увидели	3379	5.62	0.9234	2812	--	--
языку	3380	5.62	0.9666	--	--	4342
have	3381	5.62	0.8781	--	342	--
особой	3382	5.62	0.7530	--	--	2525
анджелес	3383	5.62	1.1229	4707	--	--
зашла	3384	5.62	0.7253	--	3088	--
подойти	3385	5.62	0.7796	3283	--	--
окно	3386	5.62	0.7253	1388	2284	3625
run	3387	5.62	0.8545	--	4405	--
приходить	3388	5.62	0.8053	2262	--	--
философии	3389	5.62	0.9234	--	--	1299
исполнение	3390	5.62	0.9875	--	--	4457
найдете	3391	5.62	0.8303	4116	--	--
увидеть	3392	5.62	0.7796	430	1371	2979
смотрите	3393	5.62	0.7253	586	1447	--
информация	3394	5.62	0.8053	1906	929	2566
ждёт	3395	5.62	1.0669	1750	4546	--
столице	3396	5.62	1.0079	--	3262	--
народа	3397	5.62	0.9010	2373	1502	258
болгарии	3398	5.62	0.9452	--	--	4379
институт	3399	5.62	1.0476	--	--	930
изучения	3400	5.62	0.8303	--	--	727
рассказывай	3401	5.62	0.8303	4290	--	--
выглядите	3402	5.62	0.7796	3369	--	--
есть	3403	5.62	0.7796	30	50	83
сдала	3404	5.62	1.4693	--	2359	--
school	3405	5.62	0.9010	--	2484	--
read	3406	5.62	1.0079	--	688	--
ответ	3407	5.62	0.8303	839	666	1018
сама	3408	5.62	0.8781	448	368	695
двигайтесь	3409	5.62	0.9875	4361	--	--
already	3410	5.60	0.8330	--	4422	--
«я	3411	5.60	0.8571	--	3499	--
материального	3412	5.60	1.1429	--	--	2422
назначение	3413	5.60	0.9476	--	--	4663
возможных	3414	5.60	0.6701	--	--	3905
союзных	3415	5.60	1.1606	--	--	2161
мощностей	3416	5.60	1.0880	--	--	4821
крепости	3417	5.60	1.0880	--	--	3122
замок	3418	5.60	1.0880	2172	--	--
знаете	3419	5.60	0.7825	163	876	2088
специалистов	3420	5.60	0.7284	--	--	1445
твоему	3421	5.60	0.8081	964	--	--
информацию	3422	5.60	0.9035	1771	2676	3850
принадлежат	3423	5.60	0.8571	--	--	4786
эфире	3424	5.60	0.9897	4516	2031	--
скажем	3425	5.60	0.6061	1461	--	3418
вестник	3426	5.60	0.9035	--	--	4318
начались	3427	5.60	0.7825	--	2920	--
hit	3428	5.60	1.2122	--	4980	--
соответствуют	3429	5.60	0.6701	--	--	3943
вдвое	3430	5.60	0.7825	--	--	4934
дали	3431	5.60	1.0102	1211	1305	1556
разрешение	3432	5.60	1.1429	2481	--	4540
инете	3433	5.60	1.0690	--	4328	--
окончил	3434	5.60	1.1952	--	--	4902
говорить	3435	5.60	0.7825	243	606	414
видят	3436	5.60	0.8806	3355	--	--
своих	3437	5.60	0.8081	394	402	166
осуществления	3438	5.60	1.1606	--	--	2140
существование	3439	5.60	1.1606	--	--	1759
судьбы	3440	5.60	1.3553	3811	3745	2790
твой	3441	5.60	0.6999	143	498	2508
встречал	3442	5.60	0.7559	3856	--	--
имя	3443	5.60	0.7825	261	1095	573
народ	3444	5.60	1.1249	1131	444	608
говорим	3445	5.60	0.7284	1791	--	--
занимаюсь	3446	5.60	0.6701	2287	--	--
проходи	3447	5.60	0.9897	3396	--	--
самара	3448	5.60	0.8330	--	4858	--
everything	3449	5.60	0.9897	--	2689	--
business	3450	5.60	0.9897	--	3208	--
результатам	3451	5.60	0.6061	--	4281	4750
принимая	3452	5.60	0.6999	--	--	4345
попробуйте	3453	5.60	0.7284	2985	4589	--
принесу	3454	5.60	0.6389	1769	--	--
запасов	3455	5.60	1.0302	--	--	3303
тысячу	3456	5.60	0.7825	3057	--	--
месторождения	3457	5.60	0.9258	--	--	2888
матче	3458	5.60	0.8081	--	2089	--
надеть	3459	5.60	0.7559	3609	--	--
ваши	3460	5.60	0.8081	366	730	2863
животное	3461	5.60	1.2617	2371	--	--
вернуть	3462	5.60	0.9258	849	2075	--
слышишь	3463	5.60	0.7284	697	4747	--
колледже	3464	5.60	0.9035	3721	--	--
ходят	3465	5.60	0.6701	2539	2906	--
народной	3466	5.60	0.8806	--	--	1050
страну	3467	5.60	0.7559	1953	1356	2813
твоим	3468	5.60	0.9035	838	3432	--
способствует	3469	5.60	0.8806	--	--	2669
трансляция	3470	5.60	0.6999	--	1782	--
головой	3471	5.60	0.9897	1808	1839	1629
особенно	3472	5.60	0.8330	840	662	152
закончить	3473	5.60	1.0302	1636	--	--
себе	3474	5.60	0.6999	148	128	129
деятельности	3475	5.60	0.8330	--	3738	193
белье	3476	5.60	0.8330	4294	--	--
вечером	3477	5.60	0.8806	433	613	2211
представляете	3478	5.60	0.8571	3466	--	--
появился	3479	5.60	0.7284	1831	1700	3655
принимает	3480	5.60	0.8330	3921	--	2912
фигуры	3481	5.60	0.8330	--	--	4438
everyone	3482	5.60	0.8806	--	2069	--
обеспечение	3483	5.60	0.8571	--	--	2536
динамика	3484	5.60	0.7559	--	--	4477
пойдёшь	3485	5.60	0.8806	3364	--	--
связь	3486	5.60	0.8330	1259	3381	587
приходите	3487	5.60	0.7559	3205	3246	--
ты	3488	5.60	0.8571	3	17	140
основной	3489	5.60	0.7284	--	--	794
тысяча	3490	5.60	0.8081	4417	--	--
быстрей	3491	5.60	0.9689	1789	--	--
ира	3492	5.60	0.9689	--	2431	--
звонить	3493	5.60	0.8081	2180	3050	--
имущества	3494	5.60	0.9035	--	--	2532
баре	3495	5.60	1.1066	2610	--	--
взглядом	3496	5.60	0.6701	--	--	4708
планирование	3497	5.60	1.0498	--	--	4604
вошли	3498	5.60	0.7284	--	--	2667
знала	3499	5.60	1.0102	538	1592	3620
большинства	3500	5.60	0.8806	--	--	1838
получите	3501	5.60	0.8081	2427	--	--
собралась	3502	5.60	0.6999	--	4710	--
группа	3503	5.60	0.7284	1344	948	816
возвращаться	3504	5.60	0.9897	1983	--	--
союзом	3505	5.60	0.9258	--	--	4938
слушает	3506	5.60	0.6999	3666	--	--
занимались	3507	5.60	0.8081	3303	--	--
горных	3508	5.60	1.0302	--	--	2387
рыбу	3509	5.60	0.9689	3059	--	--
демократических	3510	5.60	1.3093	--	--	4161
источник	3511	5.60	0.8081	3170	3897	2319
лорд	3512	5.60	0.9897	3724	--	--
себя	3513	5.60	0.8081	92	107	96
решать	3514	5.60	0.9689	2291	3189	3703
кристина	3515	5.60	1.1429	4835	--	--
посмотрим	3516	5.60	0.8571	608	1577	--
сознании	3517	5.60	0.9476	--	--	3874
войти	3518	5.60	0.8330	1544	--	--
глазах	3519	5.60	0.8571	1770	2165	1928
считаю	3520	5.60	0.7284	1128	1043	4580
йорке	3521	5.60	0.9689	2056	--	--
мероприятия	3522	5.60	1.0302	--	--	2271
фамилия	3523	5.60	0.9689	2960	--	--
особых	3524	5.60	0.9476	--	--	4909
существуют	3525	5.60	0.7284	3463	--	2398
совета	3526	5.60	0.8571	3503	3076	335
верну	3527	5.60	0.8571	3484	--	--
думайте	3528	5.60	0.8330	4967	--	--
дорогу	3529	5.60	0.7559	1137	2209	1950
рок	3530	5.60	1.3997	3337	--	--
показал	3531	5.60	0.7559	2980	3570	1471
издательство	3532	5.60	0.8330	--	--	3169
представлены	3533	5.60	0.8330	--	--	1393
разрешите	3534	5.60	0.9897	3391	--	--
священник	3535	5.60	1.4708	3318	--	--
контракт	3536	5.60	0.9897	2868	3697	--
заплатил	3537	5.60	1.2454	2620	--	--
народного	3538	5.60	0.9476	--	--	441
означает	3539	5.60	0.9258	1046	3941	1415
режиссёр	3540	5.60	0.8571	3972	--	--
пообещал	3541	5.60	0.8571	--	3918	--
телом	3542	5.60	0.8806	4757	--	--
kiev	3543	5.60	0.8806	--	4687	--
вполне	3544	5.60	0.7559	1201	1819	465
школы	3545	5.60	0.8806	1125	1335	604
простым	3546	5.60	0.7284	--	4094	--
обувь	3547	5.60	0.9476	4826	4194	--
сочетания	3548	5.60	0.7284	--	--	4787
единая	3549	5.60	1.0880	--	1081	--
минуточку	3550	5.60	0.8081	3102	--	--
степи	3551	5.58	0.9055	--	--	3385
сеньор	3552	5.58	0.8827	3502	--	--
ес	3553	5.58	1.0319	--	1536	--
ее	3554	5.58	0.9495	69	170	37
вика	3555	5.58	0.9495	--	4488	--
приходит	3556	5.58	0.7584	1503	981	3069
ваш	3557	5.58	0.7848	256	794	2992
находит	3558	5.58	0.6417	--	--	3098
дает	3559	5.58	0.8593	1853	1717	489
дальше	3560	5.58	0.6417	451	578	795
эксперты	3561	5.58	0.9278	--	4171	--
делала	3562	5.58	0.8352	1573	2618	--
буквы	3563	5.58	0.7584	--	4630	--
компании	3564	5.58	0.7848	1087	801	3259
спала	3565	5.58	0.9708	2383	2828	--
франциско	3566	5.58	1.0319	3375	--	--
ходит	3567	5.58	0.9055	2573	2840	--
узнает	3568	5.58	0.9055	1720	--	--
василий	3569	5.58	0.9708	--	4937	2233
позвольте	3570	5.58	0.7584	846	--	--
узнали	3571	5.58	0.9916	1731	--	--
недалеко	3572	5.58	0.8104	2851	--	--
монро	3573	5.58	0.9278	4490	--	--
интервью	3574	5.58	0.9278	2673	1325	--
