Word	Havg	StDev	FrqList
پھٹنے	8267	5.70	1.3439	7554
ويسٹمنسٹر	8268	5.70	1.5940	8429
الوداع	8269	5.70	2.0727	6538
البرٹا	8270	5.70	1.3132	7683
بازگشت	8271	5.70	1.5811	8721
تقابلي	8272	5.70	1.3740	7885
بيڑے	8273	5.70	1.5152	5381
تلك	8274	5.70	1.3132	9829
خواجگان	8275	5.70	1.3439	9866
گذرے	8276	5.70	1.4880	6146
ايسڈ	8277	5.70	1.5811	7054
سلفر	8278	5.70	1.2495	9919
مرمر	8279	5.70	1.4743	5874
ادھي	8280	5.70	1.3286	4399
پار	8281	5.70	1.2330	1879
نگارخانہ	8282	5.70	1.4178	9185
الپ	8283	5.70	1.5152	8461
دست	8284	5.70	1.6194	1737
اونٹاريو	8285	5.70	1.3887	5295
دا	8286	5.70	1.0738	3621
نشين	8287	5.70	1.2817	1740
سوالوں	8288	5.70	1.2657	8821
مانے	8289	5.70	1.0738	4091
واقعے	8290	5.70	1.4463	2546
ٹريك	8291	5.70	1.5419	8762
ستيہ	8292	5.70	0.9949	9611
نسلا	8293	5.70	1.2976	8679
قاف	8294	5.70	1.1824	9102
كردينا	8295	5.70	1.1650	6996
اگرہ	8296	5.70	1.5286	4351
كاروايياں	8297	5.70	1.3740	6991
سالماتي	8298	5.70	1.2495	3523
جاچكے	8299	5.70	1.2657	3104
كب	8300	5.70	1.0738	3214
تنزل	8301	5.70	1.4178	2743
كوس	8302	5.70	1.2330	8865
الٹي	8303	5.70	1.5286	8026
نژاد	8304	5.70	1.3286	2559
صاروخ	8305	5.70	1.2330	8130
لوك	8306	5.70	1.2657	3021
لگي	8307	5.70	1.5419	1157
بنگال	8308	5.70	1.9299	2034
روك	8309	5.70	1.3132	1516
چھے	8310	5.70	1.2657	6447
ہين	8311	5.68	1.4490	5883
ايون	8312	5.68	1.5043	8971
مدارج	8313	5.68	1.2688	9152
اريايي	8314	5.68	1.5836	6663
چھپاييں	8315	5.68	1.3915	8776
ہندي	8316	5.68	1.6835	1172
دورے	8317	5.68	1.6468	2498
قطار	8318	5.68	1.3468	4481
ملير	8319	5.68	1.6956	7487
دور	8320	5.68	1.3768	112
رہ	8321	5.68	0.9781	470
في	8322	5.68	1.0962	298
بنوايي	8323	5.68	1.3768	7864
بتايي	8324	5.68	1.2027	2777
ميي	8325	5.68	1.0583	74
بونا	8326	5.68	1.2848	7369
بلا	8327	5.68	1.8007	1159
ہا	8328	5.68	1.3468	5127
لتھووينيا	8329	5.68	1.5043	8635
ارضياتي	8330	5.68	1.0774	7677
كمونے	8331	5.68	1.3316	4087
برگ	8332	5.68	1.3161	3551
نجي	8333	5.68	1.1328	1584
او	8334	5.68	1.2362	935
ٹوباگو	8335	5.68	1.6343	9301
كرايا	8336	5.68	1.2526	1317
بسے	8337	5.68	1.2027	6199
عموما	8338	5.68	1.1328	513
بان	8339	5.68	1.3161	8038
درون	8340	5.68	1.6714	6115
گروپوں	8341	5.68	1.6468	7146
ھے	8342	5.68	1.1507	2116
دالہ	8343	5.68	1.1147	3073
اواخر	8344	5.68	1.3768	2209
ناپيد	8345	5.68	1.5964	3144
كرواييں	8346	5.68	1.2362	9670
صدايے	8347	5.68	1.3161	8361
كرو	8348	5.68	1.2688	1097
كوبھي	8349	5.68	1.1683	8380
مقبرہ	8350	5.68	1.6714	4211
قطعا	8351	5.68	1.1683	6140
اوے	8352	5.68	1.2688	9788
دبانے	8353	5.68	1.4205	5242
دہ	8354	5.68	1.0774	2887
ہٹا	8355	5.68	1.2848	2874
مانع	8356	5.68	1.5444	6748
جھك	8357	5.68	1.2526	8080
يا	8358	5.68	1.0388	25
الاتيات	8359	5.68	1.2526	5072
منتج	8360	5.68	1.2526	8902
نكالے	8361	5.68	1.3768	3960
اگسٹس	8362	5.68	1.2848	9760
بعينہ	8363	5.68	0.8437	9261
اتا	8364	5.68	1.1683	393
ايتھنز	8365	5.68	1.3915	6542
به	8366	5.68	1.1147	6201
ہيں	8367	5.68	1.1147	11
استوايي	8368	5.68	1.2362	5785
اولڈ	8369	5.68	1.4061	9490
وقتا	8370	5.68	0.9355	4668
ٹھكرا	8371	5.68	1.2362	9837
قاصر	8372	5.68	1.6835	4803
ڈاٹ	8373	5.68	1.2848	7596
اناطوليہ	8374	5.68	1.2196	3713
ويد	8375	5.68	1.2027	8693
پہنچانے	8376	5.68	1.3161	2463
پنج	8377	5.68	1.2848	5146
تيس	8378	5.68	1.4769	1397
گاما	8379	5.68	1.5444	7457
ويكيپيڈيا	8380	5.68	1.5576	897
چھڑي	8381	5.68	1.5706	9029
سوامي	8382	5.68	1.4205	9082
سوڈان	8383	5.68	1.5576	2846
چھال	8384	5.68	1.1856	9027
كراني	8385	5.68	1.1856	8858
متروك	8386	5.68	1.7431	7471
قحط	8387	5.68	1.8892	4189
ويں	8388	5.68	0.9988	843
تمل	8389	5.68	1.1856	9292
مارٹن	8390	5.68	1.3619	4201
جينياتي	8391	5.68	1.4490	9558
گھاٹ	8392	5.68	1.3161	3736
كررہي	8393	5.68	1.3161	4435
چھپتا	8394	5.68	1.4061	9567
ميرزا	8395	5.68	1.6835	9171
روكے	8396	5.68	1.6714	8329
كہ	8397	5.68	1.1147	19
بلاگ	8398	5.68	1.4061	8733
نم	8399	5.68	0.9781	6769
رايج	8400	5.68	1.3005	1369
خلجي	8401	5.68	1.2362	7744
روس	8402	5.68	1.6468	757
اراين	8403	5.68	1.2526	9749
ليمبيتھ	8404	5.68	1.3005	8881
پيلا	8405	5.68	1.4630	6942
چوڑا	8406	5.68	1.3316	6103
بورك	8407	5.68	1.2027	5142
چھين	8408	5.68	1.7548	3520
ف	8409	5.68	1.2848	3335
البرٹ	8410	5.68	1.2526	6073
ہلا	8411	5.68	1.2848	9193
جنھوں	8412	5.68	1.3005	4321
مختبر	8413	5.68	1.3161	8887
دوام	8414	5.68	1.4205	6116
نہرو	8415	5.68	1.5178	5601
لينكس	8416	5.68	1.3619	5957
ادھ	8417	5.68	1.2362	8223
خروش	8418	5.68	1.5178	7407
ابلاغيات	8419	5.68	1.1683	6658
روسي	8420	5.68	1.7431	1261
نكليں	8421	5.68	1.6092	7025
ہوجانا	8422	5.68	1.2027	5778
مندرج	8423	5.68	1.3915	8662
قريظہ	8424	5.68	1.2526	9973
تضبيط	8425	5.68	1.2027	5224
انكا	8426	5.68	1.4630	1660
وولٹ	8427	5.68	1.5576	8690
راے	8428	5.68	1.3915	5835
فكري	8429	5.68	1.6714	2756
تغير	8430	5.68	1.3468	4234
راتوں	8431	5.68	1.7431	5833
ٹيڈي	8432	5.68	1.0774	9302
الورم	8433	5.66	1.1178	9480
سوري	8434	5.66	1.2390	6842
راجپوت	8435	5.66	1.6364	5168
ہندوكش	8436	5.66	1.7683	5532
ہيملٹس	8437	5.66	1.4792	8009
مسلط	8438	5.66	1.5858	4980
ولنديزي	8439	5.66	1.4086	5058
سسلي	8440	5.66	1.1537	9351
اپيل	8441	5.66	1.6364	4397
بجاے	8442	5.66	1.0616	3224
نيز	8443	5.66	1.1359	871
دانستہ	8444	5.66	1.3644	8543
لانا	8445	5.66	1.0806	4089
تفاعل	8446	5.66	1.2875	5462
ڈھايے	8447	5.66	1.3494	8793
ناقدين	8448	5.66	1.5986	4213
پكڑنے	8449	5.66	1.2554	5805
كرلينا	8450	5.66	1.2875	9116
ايين	8451	5.66	1.4086	1216
ادھا	8452	5.66	1.3940	9212
شہ	8453	5.66	1.1886	5249
والو	8454	5.66	1.1359	7666
دبيز	8455	5.66	1.2056	9321
نيست	8456	5.66	1.4230	7322
كربلا	8457	5.66	1.8473	3733
ہايے	8458	5.66	1.3188	2073
قتادہ	8459	5.66	1.1359	9655
بالايي	8460	5.66	1.2875	2252
اپ	8461	5.66	1.0994	133
سابقہ	8462	5.66	1.1713	958
تجاوز	8463	5.66	1.6977	3977
ايير	8464	5.66	1.4792	2403
ايي	8465	5.66	1.2390	329
اوراسي	8466	5.66	1.4373	8716
سون	8467	5.66	1.4792	5839
حربے	8468	5.66	1.4792	9313
مظاہروں	8469	5.66	1.5729	8192
لگاتے	8470	5.66	1.2554	3575
تفريق	8471	5.66	1.7096	3325
سالك	8472	5.66	1.3494	9069
فر	8473	5.66	1.5467	8370
ٹكڑے	8474	5.66	1.6113	3682
چھاپ	8475	5.66	1.5066	5821
ح	8476	5.66	1.4373	4787
اجايے	8477	5.66	1.3032	4155
كواس	8478	5.66	1.3494	9402
معنويت	8479	5.66	1.2554	8898
ثقل	8480	5.66	1.2875	3981
ابياري	8481	5.66	1.2390	9746
ي	8482	5.66	1.0422	1020
گردانتے	8483	5.66	1.4086	8168
روانڈا	8484	5.66	1.2875	8328
گرج	8485	5.66	1.5729	8167
دھو	8486	5.66	1.2224	6022
تھلگ	8487	5.66	0.9607	8758
سوانح	8488	5.66	1.2554	2318
ريچھ	8489	5.66	1.3940	7120
اختلاط	8490	5.66	1.5729	7840
معذور	8491	5.66	1.8693	7163
ہٹانے	8492	5.66	1.3032	7663
تھامس	8493	5.66	1.4654	4571
عناوين	8494	5.66	1.0224	9640
كو	8495	5.66	1.0806	10
ايجنٹ	8496	5.66	1.4792	6304
بيلاروس	8497	5.66	1.4373	8993
مقبوضات	8498	5.66	1.5858	5966
نجوم	8499	5.66	1.5467	3380
بوڑھا	8500	5.66	1.9858	8737
باسيوں	8501	5.66	1.3494	7853
اشك	8502	5.66	1.4792	9222
كرني	8503	5.66	1.4086	2373
اديان	8504	5.66	1.2715	6070
كٹر	8505	5.66	1.6239	9111
لارنس	8506	5.66	1.1713	5111
دوري	8507	5.66	1.3940	3011
ہانگ	8508	5.66	1.4373	6062
ازما	8509	5.66	1.3644	7516
پاتے	8510	5.66	1.1178	3031
اوري	8511	5.66	1.3188	6922
بازنطيني	8512	5.66	1.1713	3005
جادہ	8513	5.66	1.1886	9014
موہن	8514	5.66	1.6856	6393
ہيںاور	8515	5.66	1.2554	8924
بگ	8516	5.66	1.3644	7066
پينتاليس	8517	5.66	1.5066	8282
گيا	8518	5.66	1.3342	27
تھر	8519	5.66	1.4230	9295
اسيري	8520	5.66	1.3188	8704
جون	8521	5.66	1.7096	90
بورو	8522	5.66	1.0224	944
حسي	8523	5.66	0.9607	6700
طلايي	8524	5.64	1.6753	7949
حايل	8525	5.64	1.1021	4519
مرہٹوں	8526	5.64	1.3962	7653
وغيرہ	8527	5.64	1.3365	211
گھانا	8528	5.64	1.6005	5948
وں	8529	5.64	1.2415	2141
ں	8530	5.64	1.3815	2279
جذباتي	8531	5.64	1.5748	5018
مخفي	8532	5.64	1.5221	6050
سركردہ	8533	5.64	1.3365	6469
جلسے	8534	5.64	1.2081	5553
غروب	8535	5.64	1.6258	4297
كچي	8536	5.64	1.4535	6727
وڈ	8537	5.64	1.2898	2061
تھايي	8538	5.64	1.1021	3180
بي	8539	5.64	1.2081	740
حزب	8540	5.64	1.5877	2968
كراييں	8541	5.64	0.9848	7289
ارد	8542	5.64	1.2415	2377
ہ	8543	5.64	1.2739	2088
عادي	8544	5.64	1.1911	5497
چونے	8545	5.64	1.3365	9852
كليسا	8546	5.64	2.0179	4301
يوني	8547	5.64	1.0835	6777
جاكر	8548	5.64	1.0254	2781
دھواں	8549	5.64	1.6874	9050
ان	8550	5.64	1.2415	24
بندر	8551	5.64	1.6132	5010
ارمي	8552	5.64	1.5221	3610
داں	8553	5.64	1.2898	6705
ريتخانہ	8554	5.64	1.4107	7761
مايي	8555	5.64	1.2249	7807
بھورا	8556	5.64	1.2415	6930
مع	8557	5.64	0.9638	4210
سمو	8558	5.64	1.2249	8574
كاروايي	8559	5.64	1.3365	2360
ہٹ	8560	5.64	1.1911	1801
يني	8561	5.64	1.3365	7328
پہلوي	8562	5.64	1.1739	7872
بود	8563	5.64	1.2081	8988
بلديہ	8564	5.64	1.3962	4678
خيراتي	8565	5.64	1.5877	9868
محاصرہ	8566	5.64	1.5487	2640
چپ	8567	5.64	1.2249	8082
اوايل	8568	5.64	1.2081	1472
بيڑہ	8569	5.64	1.5354	6321
كارواييوں	8570	5.64	1.2415	5103
مے	8571	5.64	1.3211	9720
غيب	8572	5.64	1.6753	6485
ايچ	8573	5.64	1.2415	1768
وينسينٹ	8574	5.64	1.2739	9203
طرزيات	8575	5.64	1.3667	1739
كے	8576	5.64	0.9848	1
گردے	8577	5.64	1.6753	8169
مالدووا	8578	5.64	1.2898	8178
ھي	8579	5.64	0.8271	6289
موزمبيق	8580	5.64	1.4813	6514
متايثر	8581	5.64	1.3667	8392
جبوتي	8582	5.64	1.3211	6696
كيوجہ	8583	5.64	1.3962	7145
ہوگے	8584	5.64	1.0835	6523
چھپتے	8585	5.64	1.3962	7582
كردستان	8586	5.64	1.2081	6728
پا	8587	5.64	1.1911	1305
كانگريسي	8588	5.64	1.8818	8376
فاصلے	8589	5.64	1.4813	1062
بديل	8590	5.64	1.3056	9504
ويت	8591	5.64	1.0451	6294
موخر	8592	5.64	1.7233	6640
جو	8593	5.64	1.3962	14
لٹكا	8594	5.64	1.5354	8878
غربي	8595	5.64	1.6753	8143
خاكستر	8596	5.64	1.5086	9863
لوٹنے	8597	5.64	1.7930	8880
منحني	8598	5.64	1.3667	7489
خامرے	8599	5.64	1.3667	8537
اسي	8600	5.64	1.1911	71
ليون	8601	5.64	1.3056	7648
ہےجو	8602	5.64	1.2898	7829
وا	8603	5.64	1.4251	7034
ج	8604	5.64	1.4950	2531
وفيات	8605	5.64	1.1386	4153
فرق	8606	5.64	1.5877	824
ول	8607	5.64	1.3056	8931
فار	8608	5.64	1.2081	4127
مراٹھي	8609	5.64	1.3815	6750
تھ	8610	5.64	1.3516	9546
بازنطينيوں	8611	5.64	1.4675	8973
الاينس	8612	5.64	0.9638	8958
تھريس	8613	5.64	1.3815	9547
گا	8614	5.64	1.2898	233
پانا	8615	5.64	1.2898	9524
يه	8616	5.62	1.3076	8014
دے	8617	5.62	1.0859	187
ظ	8618	5.62	1.2436	9091
دانے	8619	5.62	1.4968	5908
ہي	8620	5.62	1.0669	43
اندلس	8621	5.62	1.6149	3004
لٹويا	8622	5.62	1.5635	7981
نيدر	8623	5.62	1.4270	9189
روي	8624	5.62	1.2599	4794
م	8625	5.62	1.1933	854
جزوي	8626	5.62	1.0669	3033
كالعدم	8627	5.62	1.8394	6254
گوريلا	8628	5.62	1.3076	7002
كركہ	8629	5.62	1.6149	8619
ہماچل	8630	5.62	1.4968	8420
تہ	8631	5.62	1.0669	3980
مباحث	8632	5.62	1.5894	4549
اكيلے	8633	5.62	1.6399	5892
فلپ	8634	5.62	1.4831	6859
باطني	8635	5.62	1.6274	4162
ہوگي	8636	5.62	1.1229	988
پكڑے	8637	5.62	1.4412	6938
كورنگي	8638	5.62	1.6022	6378
كھوار	8639	5.62	1.5504	2068
مدفون	8640	5.62	1.6274	5768
ٹك	8641	5.62	1.3536	5017
موٹي	8642	5.62	1.7600	6281
ہوتے	8643	5.62	1.2760	127
عناد	8644	5.62	1.4553	8601
چا	8645	5.62	0.8781	9847
الدولہ	8646	5.62	1.3076	4881
ويكيميڈيا	8647	5.62	1.5104	5691
پياس	8648	5.62	1.3536	6804
نالي	8649	5.62	1.4693	5054
چلايي	8650	5.62	1.6890	3598
اڑتيس	8651	5.62	1.2271	9753
راول	8652	5.62	1.1933	9060
تاہم	8653	5.62	1.3536	316
ڈينيوب	8654	5.62	1.3076	9332
اوروں	8655	5.62	1.1933	4565
ڈٹ	8656	5.62	1.1933	8321
زرد	8657	5.62	1.2436	4473
لي	8658	5.62	1.0476	279
حا	8659	5.62	1.0280	8531
گريز	8660	5.62	1.4412	3312
با	8661	5.62	1.1409	1437
ہندسيات	8662	5.62	1.5765	3146
چوں	8663	5.62	1.2599	8777
اييے	8664	5.62	1.1933	5296
ديوي	8665	5.62	1.6149	2925
ٹيكس	8666	5.62	1.6022	3356
جاگيردار	8667	5.62	1.7248	7571
مسيح	8668	5.62	1.8614	1149
مقيد	8669	5.62	1.2919	8658
ثم	8670	5.62	1.1409	8764
بدين	8671	5.62	1.3981	9505
ہے.يہ	8672	5.62	1.0859	5976
پواينٹ	8673	5.62	1.4968	7226
حتي	8674	5.62	1.2760	1514
كپور	8675	5.62	1.5504	5104
اجنبي	8676	5.62	1.7248	4770
چھاپے	8677	5.62	1.8058	7102
ڈيوس	8678	5.62	1.3384	9888
طفرہ	8679	5.62	1.5104	6364
كرسمس	8680	5.62	1.7944	8155
قباحت	8681	5.62	1.5238	9654
لے	8682	5.62	1.4831	175
ٹرينيڈاڈ	8683	5.62	1.4693	8291
يمني	8684	5.62	1.4968	7835
كرايے	8685	5.62	1.2919	2686
شدگي	8686	5.62	1.3981	5491
شعلے	8687	5.62	1.9989	8828
بيني	8688	5.62	1.1409	5083
جنوں	8689	5.62	1.6769	7239
انگريز	8690	5.62	2.2121	1167
طرحبندي	8691	5.62	1.2919	9948
گرد	8692	5.62	1.0669	679
پو	8693	5.62	1.2599	7225
مےں	8694	5.62	1.2599	9173
قامت	8695	5.62	1.2919	6861
شنگھايي	8696	5.62	1.5104	9938
چربي	8697	5.62	1.5372	7580
جٹ	8698	5.62	1.4412	5725
بچ	8699	5.62	1.5104	1904
ٹيكسوں	8700	5.62	1.7010	9303
يشن	8701	5.62	1.4126	6903
گي	8702	5.60	1.1952	327
پرستي	8703	5.60	1.2122	1780
گرتي	8704	5.60	1.4569	5585
اجل	8705	5.60	1.4846	5370
ساوتھ	8706	5.60	1.1606	6588
ڑ	8707	5.60	1.3093	9067
كےساتھ	8708	5.60	1.2454	5945
امرتسر	8709	5.60	1.3997	4011
دواوں	8710	5.60	1.6288	7918
انے	8711	5.60	1.3093	286
ايلن	8712	5.60	1.4428	8241
سنسكرت	8713	5.60	1.5518	2095
روكنے	8714	5.60	1.6288	2429
درا	8715	5.60	1.4569	7590
اتيں	8716	5.60	0.9035	8936
ڈھانچے	8717	5.60	1.6162	3723
اطلاق	8718	5.60	1.5386	2607
راكھ	8719	5.60	1.6288	6227
گيے	8720	5.60	1.2936	78
برمودا	8721	5.60	1.7261	9798
جالكار	8722	5.60	1.2778	6014
اڈا	8723	5.60	1.1780	4346
يں	8724	5.60	1.1249	5885
كيمڈن	8725	5.60	1.4983	8383
تك	8726	5.60	1.2454	35
چوتھايي	8727	5.60	1.2617	4842
طق	8728	5.60	1.1952	7276
لغتي	8729	5.60	1.5119	9690
تہايي	8730	5.60	1.1066	3179
كانام	8731	5.60	1.6660	4434
بدوش	8732	5.60	1.3851	5797
لايي	8733	5.60	0.9897	3374
كياہے	8734	5.60	1.2122	5510
لٹا	8735	5.60	1.3702	9688
لگ	8736	5.60	1.2122	891
برنامج	8737	5.60	1.2617	8248
خرقہ	8738	5.60	1.1606	7109
مقدمہ	8739	5.60	1.6660	1837
جنكي	8740	5.60	0.9689	4687
كنانہ	8741	5.60	1.2454	9672
وني	8742	5.60	1.5908	8932
در	8743	5.60	1.6288	1029
استحصال	8744	5.60	1.6036	6178
ٹريڈ	8745	5.60	0.9689	5154
چاك	8746	5.60	0.9897	7391
نايٹ	8747	5.60	1.5119	8202
ارہے	8748	5.60	1.2936	6297
غالبا	8749	5.60	1.3997	2536
امراضيات	8750	5.60	1.6903	8467
ديو	8751	5.60	1.6413	3091
يوريشيايي	8752	5.60	1.5518	6775
كچے	8753	5.60	1.4708	7968
كالے	8754	5.60	1.5649	3993
امريت	8755	5.60	1.7023	6188
مہندس	8756	5.60	1.2936	7820
سلجوقيوں	8757	5.60	1.4983	7262
ازمايشي	8758	5.60	1.5908	8703
ماييكرو	8759	5.60	1.3401	7984
نيزہ	8760	5.60	1.4569	9190
روے	8761	5.60	1.4708	7415
چھپانے	8762	5.60	1.7023	7902
خزرج	8763	5.60	1.3553	7243
كاررواييوں	8764	5.60	1.6782	6618
نكاراگوا	8765	5.60	1.5518	8681
برجستہ	8766	5.60	1.2936	9507
گورڈن	8767	5.60	1.5253	9135
پينسٹھ	8768	5.60	1.0498	9820
مہ	8769	5.60	1.3702	7993
مندي	8770	5.60	1.6537	4659
ہويے	8771	5.60	1.0690	45
جمود	8772	5.60	1.2617	8767
كبھار	8773	5.60	1.3851	4044
سوراخ	8774	5.60	1.2936	4698
ڈھيلے	8775	5.60	1.3248	9593
مندوں	8776	5.60	1.2454	6763
زد	8777	5.60	1.4846	2679
اج	8778	5.60	1.2936	223
مدمقابل	8779	5.60	1.3553	6384
لاحقہ	8780	5.60	1.4286	5513
پس	8781	5.60	1.0102	763
ے	8782	5.60	1.2936	2548
ليتے	8783	5.60	1.4846	984
متناسق	8784	5.58	1.3716	3376
والہ	8785	5.58	1.1622	3417
جاو	8786	5.58	1.1265	2920
باندھا	8787	5.58	1.7390	6193
پھوڑ	8788	5.58	1.5398	8275
اينڈروييڈ	8789	5.58	1.5919	9254
ازمايش	8790	5.58	1.4995	4670
زيل	8791	5.58	1.1796	4326
لوٹا	8792	5.58	1.8080	4384
سكھوں	8793	5.58	1.8416	3563
ارمينيا	8794	5.58	1.4299	3389
گوا	8795	5.58	1.4010	9134
پورٹو	8796	5.58	1.3107	7875
ممانعت	8797	5.58	1.7738	5968
كوچك	8798	5.58	1.3262	4755
برويے	8799	5.58	1.6299	8249
الويكي	8800	5.58	1.1796	7201
ہرزيگووينا	8801	5.58	1.5919	6651
لادين	8802	5.58	1.7738	9136
تخمينے	8803	5.58	1.2137	7717
ہيكٹر	8804	5.58	1.3716	9445
ارتھ	8805	5.58	1.2304	7841
محركيہ	8806	5.58	1.3262	7153
اوٹ	8807	5.58	1.4721	4269
پ	8808	5.58	1.0708	3752
اتے	8809	5.58	1.0319	484
نقول	8810	5.58	1.8745	9184
جبري	8811	5.58	1.8193	5724
سراواك	8812	5.58	1.5265	9914
ازمايي	8813	5.58	1.4441	5535
دلالت	8814	5.58	1.7154	8098
وي	8815	5.58	1.1796	1139
ليہ	8816	5.58	1.4155	8639
زنجير	8817	5.58	1.7507	5406
چرچل	8818	5.58	1.4721	6815
تا	8819	5.58	1.1968	381
چري	8820	5.58	1.4859	8525
ارك	8821	5.58	1.3566	8440
گذري	8822	5.58	1.0897	8165
مالے	8823	5.58	1.3107	8179
مستونگ	8824	5.58	1.3415	7012
مشتعل	8825	5.58	1.6671	8189
لنگ	8826	5.58	1.2631	9420
كانسي	8827	5.58	1.6914	6993
خوري	8828	5.58	1.2950	7244
تنہايي	8829	5.58	2.1101	5317
بوتل	8830	5.58	1.4155	9804
چھوڑي	8831	5.58	1.5265	5090
بھانپ	8832	5.58	1.4995	9268
نكلا	8833	5.58	1.2792	1704
سكي	8834	5.58	1.2137	1702
يي	8835	5.58	1.0515	4876
كريٹيكل	8836	5.58	1.6047	9984
اد	8837	5.58	0.8827	8944
حيران	8838	5.58	1.4299	3428
پہ	8839	5.58	1.2137	1533
ملوث	8840	5.58	1.6299	2793
ہڈسن	8841	5.58	1.4859	6401
برخاست	8842	5.58	1.7738	7362
كنندہ	8843	5.58	1.3415	3917
تھانوي	8844	5.58	1.4581	7088
كھود	8845	5.58	1.3566	9124
جالكاري	8846	5.58	1.3864	7890
نجار	8847	5.58	1.0708	9179
ثقلي	8848	5.58	1.3262	6564
روكا	8849	5.58	1.4721	3625
ضم	8850	5.58	1.3716	4036
تلوار	8851	5.58	1.5131	2765
اسليے	8852	5.58	0.9708	3286
كمبوڈيا	8853	5.58	1.2950	5107
ك	8854	5.58	1.3864	2273
گنت	8855	5.58	1.3107	9406
اترپرديش	8856	5.58	1.6671	7836
پوشيدہ	8857	5.58	1.5398	2990
خاندانہايے	8858	5.58	1.2304	4946
و	8859	5.58	1.2137	21
ايٹم	8860	5.58	1.7738	3509
بش	8861	5.58	2.0907	4931
گردي	8862	5.58	1.4721	2622
متصفح	8863	5.58	1.0319	6508
علاو	8864	5.58	1.3262	8598
سينيگال	8865	5.56	1.5800	6473
ہند	8866	5.56	1.7631	547
غريب	8867	5.56	2.0320	1601
معنوي	8868	5.56	1.6433	7164
ھويي	8869	5.56	1.0721	8424
مفروضہ	8870	5.56	1.4165	8397
رخصت	8871	5.56	1.6308	3133
سيالي	8872	5.56	1.1278	9621
بيضہ	8873	5.56	1.7162	9275
تراشي	8874	5.56	1.6308	7718
دان	8875	5.56	1.1095	776
پگ	8876	5.56	1.8969	9530
نلي	8877	5.56	1.1808	8004
قليل	8878	5.56	1.1457	3767
چوكي	8879	5.56	1.4309	7398
پادري	8880	5.56	2.1396	4722
گم	8881	5.56	1.5140	4303
ور	8882	5.56	1.2643	2797
رسومات	8883	5.56	1.8644	5483
مسيلے	8884	5.56	1.5800	2591
انسٹي	8885	5.56	1.4868	4507
بدل	8886	5.56	1.5670	933
ہاتف	8887	5.56	1.3426	8418
ہندوستاني	8888	5.56	2.1586	1553
پدم	8889	5.56	1.5670	7547
فكر	8890	5.56	1.6801	1043
وايي	8891	5.56	1.5539	5980
گراں	8892	5.56	1.5274	4591
جويي	8893	5.56	1.4868	5818
حماس	8894	5.56	1.5274	9575
لبريشن	8895	5.56	1.6801	9414
ملتوي	8896	5.56	1.3874	7018
ڈ	8897	5.56	1.4868	6223
ع	8898	5.56	1.6056	2125
ات	8899	5.56	1.0134	6778
ذ	8900	5.56	1.2149	8553
غلبہ	8901	5.56	1.3118	3212
منہدم	8902	5.56	1.6056	5879
وے	8903	5.56	1.0134	2516
جداگانہ	8904	5.56	1.2803	5089
پے	8905	5.56	1.2803	2779
بناءپر	8906	5.56	1.2480	7067
جارحانہ	8907	5.56	1.7861	4940
كانگريس	8908	5.56	1.7861	2338
گنگا	8909	5.56	1.8088	4439
جلا	8910	5.56	1.2480	2144
براں	8911	5.56	1.4309	4777
باطل	8912	5.56	1.7398	3968
ہوسكي	8913	5.56	1.2643	5975
حيوانيہ	8914	5.56	1.5407	9580
راں	8915	5.56	1.2961	8554
جاے	8916	5.56	1.1808	1024
منگولوں	8917	5.56	1.4730	5272
سوايے	8918	5.56	1.2316	2865
طرحبند	8919	5.56	1.2961	8834
ين	8920	5.56	1.3273	5200
گنا	8921	5.56	1.7515	1936
تختہ	8922	5.54	1.4172	2301
انگولا	8923	5.54	1.2488	7203
اي	8924	5.54	1.2811	1838
بگٹي	8925	5.54	1.5935	7540
اڑا	8926	5.54	1.1988	5134
نكال	8927	5.54	1.9189	1091
جلتي	8928	5.54	1.4598	4575
خاتم	8929	5.54	1.6315	7741
بيزار	8930	5.54	1.7049	7706
جا	8931	5.54	1.1643	145
دباو	8932	5.54	1.5935	1306
فجي	8933	5.54	1.4028	7782
بھگ	8934	5.54	1.3433	1419
منافي	8935	5.54	1.4458	8661
قتال	8936	5.54	2.0525	9656
سنكيانگ	8937	5.54	1.4875	6718
پايے	8938	5.54	1.5935	745
گرما	8939	5.54	1.5546	3167
خفيہ	8940	5.54	1.7637	1555
نوايے	8941	5.54	1.1104	5531
تيلگو	8942	5.54	1.6189	7385
تخطيط	8943	5.54	1.3280	5549
جابر	8944	5.54	1.9295	3683
سياہ	8945	5.54	1.7752	1727
ہولي	8946	5.54	1.8318	8921
جھكاو	8947	5.54	1.4598	9021
ہو	8948	5.54	0.9304	31
ورانہ	8949	5.54	1.4028	4063
گاہ	8950	5.54	1.1643	979
فرقوں	8951	5.54	1.5806	5579
تجھ	8952	5.54	1.5806	4725
ريا	8953	5.54	1.9295	7604
بيگانہ	8954	5.54	1.4316	9806
ازبك	8955	5.54	1.6062	5986
شبہ	8956	5.54	1.5546	3495
گرانے	8957	5.54	1.6315	9404
كروز	8958	5.54	1.7637	7789
ري	8959	5.54	1.2157	3236
ڈكوٹا	8960	5.54	1.3734	3304
جدو	8961	5.54	1.4875	9839
كيا	8962	5.54	1.0919	16
جبرا	8963	5.54	1.6563	9838
كوٹ	8964	5.54	1.5546	2488
ہيجان	8965	5.54	1.5147	8687
كندہ	8966	5.54	1.3280	4860
