Word	Havg	StDev	FreqList
الإستخبارات	8589	4.52	1.5285	9731
تشين	8590	4.52	1.1822	8419
اخرجوا	8591	4.50	1.2817	4175
أنتظر	8592	4.50	0.9949	787
كلب	8593	4.50	1.7409	1164
أرجوكم	8594	4.50	1.3439	2385
الوحيد	8595	4.50	1.2330	323
ردة	8596	4.50	1.3439	8038
قبضة	8597	4.50	0.8631	8171
نفذت	8598	4.50	1.1995	6788
الرهان	8599	4.50	1.4604	4298
ستنتهي	8600	4.50	1.1294	7912
راح	8601	4.50	1.3887	8380
ملجأ	8602	4.50	1.7173	6714
was	8603	4.50	1.0351	8050
بالخلف	8604	4.50	0.7890	3622
يوقف	8605	4.50	0.8391	9166
دعيه	8606	4.50	0.7626	7361
الفدرالي	8607	4.50	1.3887	5860
بالامر	8608	4.50	1.1294	7179
اه	8609	4.50	1.5286	1509
العجوز	8610	4.50	1.5551	996
يي	8611	4.50	1.0152	9830
الأخر	8612	4.50	1.2495	3566
ننتظر	8613	4.50	1.0351	2162
أمثالك	8614	4.50	1.2495	9905
نيك	8615	4.50	2.0529	1080
تدين	8616	4.50	1.3740	5348
غيور	8617	4.48	1.6443	8714
العكس	8618	4.48	0.8862	5146
بسببك	8619	4.48	1.2656	3532
الفناء	8620	4.48	1.8321	8600
كفاية	8621	4.48	1.2493	2649
القناع	8622	4.48	1.4462	5144
التحقيقات	8623	4.48	1.0736	2901
اخرجي	8624	4.48	1.1993	4317
مضى	8625	4.48	1.1292	1638
الرغم	8626	4.48	1.1648	2203
uh	8627	4.48	1.1822	3299
كومة	8628	4.48	0.7351	8135
قضيبي	8629	4.48	2.4095	9202
القطع	8630	4.48	1.0349	4633
أرجوكي	8631	4.48	1.1993	6672
الوشم	8632	4.48	1.2329	9384
ننتهي	8633	4.48	1.2162	5429
السياسية	8634	4.46	1.5546	9103
سلاحك	8635	4.46	1.6315	2490
العمليات	8636	4.46	1.3734	4893
لـن	8637	4.46	0.7343	6108
ننسى	8638	4.46	1.2324	7163
نيابة	8639	4.46	1.5677	7910
الطين	8640	4.46	1.5806	8271
دع	8641	4.46	0.9082	1848
إنتهت	8642	4.46	1.2811	2962
توقف	8643	4.46	1.2811	189
لاشيء	8644	4.46	1.1466	2887
الحكومة	8645	4.46	1.8206	1668
إرجع	8646	4.46	0.9941	4847
توقفوا	8647	4.46	1.0343	1410
أوقف	8648	4.46	0.7879	1824
تعرضت	8649	4.46	1.1817	4342
الجنسي	8650	4.44	1.7515	8335
توقفا	8651	4.44	0.9510	7634
القي	8652	4.44	1.1095	6874
الجبن	8653	4.44	1.9183	5295
قصير	8654	4.44	1.0529	3130
إنتظار	8655	4.44	1.0333	3341
اوه	8656	4.44	1.2480	359
الحجز	8657	4.44	1.4730	7083
الحمض	8658	4.44	1.0134	7779
توقفنا	8659	4.44	1.2149	8838
بالأمر	8660	4.44	1.1634	1060
المراقبة	8661	4.44	1.4020	2781
كلوي	8662	4.44	1.4309	6848
أخفض	8663	4.44	0.7329	8167
التحقيق	8664	4.44	1.1808	2771
أمر	8665	4.44	0.9723	334
فيتنام	8666	4.44	1.3426	5477
عنة	8667	4.44	1.4868	7367
لن	8668	4.44	0.9071	38
الزنجي	8669	4.44	1.5928	5107
السحر	8670	4.44	1.9604	2615
لو	8671	4.44	0.9071	73
المحكمة	8672	4.44	1.7043	1337
مراقب	8673	4.44	1.1278	8101
مسح	8674	4.44	1.2803	9817
شين	8675	4.42	1.2469	4353
لعدم	8676	4.42	0.9495	4242
انتهي	8677	4.42	1.2631	4424
نغادر	8678	4.42	1.3107	3743
القديمه	8679	4.42	1.2304	9644
الظروف	8680	4.42	0.9055	3546
قديمة	8681	4.42	1.0708	2184
تعقب	8682	4.42	0.8352	8880
البوكر	8683	4.42	1.3415	8314
تخفي	8684	4.42	1.0319	7563
الماضية	8685	4.42	0.9495	777
إنتبه	8686	4.42	0.9916	3849
وحدها	8687	4.42	0.9495	6225
أغلق	8688	4.42	1.1265	1612
إنسى	8689	4.42	1.0897	5209
أتوقف	8690	4.42	0.9495	4703
تترك	8691	4.42	1.1796	1957
نتوقف	8692	4.42	0.8104	4162
الاستخبارات	8693	4.42	1.6174	9155
not	8694	4.42	0.9495	8056
اخفض	8695	4.40	0.9476	9146
أخذوا	8696	4.40	1.2454	4389
تتعرض	8697	4.40	0.9476	8985
بسببي	8698	4.40	1.2122	8009
أعتذر	8699	4.40	1.3401	1993
بول	8700	4.40	1.5253	710
انتهى	8701	4.40	1.3401	781
بقعة	8702	4.40	1.2617	6283
القضيه	8703	4.40	1.3851	7529
الحذر	8704	4.40	1.2936	3967
دعوني	8705	4.40	1.0690	2596
الثور	8706	4.40	1.1429	8165
أفغانستان	8707	4.40	1.2778	8788
دعينى	8708	4.40	1.1952	3376
الوطواط	8709	4.40	1.6903	9737
أوقفوا	8710	4.40	1.0498	4469
لاشىء	8711	4.40	0.8330	8530
دعني	8712	4.38	0.9452	332
بالاسفل	8713	4.38	0.9010	6913
بار	8714	4.38	1.9048	6988
ظروف	8715	4.38	1.1586	8615
خالية	8716	4.38	1.1761	6286
تركنا	8717	4.38	1.1045	6632
انسي	8718	4.38	0.9452	7213
عذرا	8719	4.38	1.1045	2362
الحر	8720	4.38	1.9261	9797
إلقاء	8721	4.38	0.9234	5240
الداخلية	8722	4.38	1.7484	2023
التوقف	8723	4.38	1.1409	2197
لوحدها	8724	4.38	1.4693	5789
كفى	8725	4.38	1.0280	2112
إترك	8726	4.38	0.8303	8307
إنتهى	8727	4.38	1.5765	1252
الكره	8728	4.36	2.2656	5625
عصا	8729	4.36	1.1386	7381
الاسفل	8730	4.36	0.9638	7433
المخبر	8731	4.36	1.2415	7865
الشمبانيا	8732	4.36	2.0875	6996
اعتذر	8733	4.36	1.3211	5389
قلة	8734	4.36	0.8020	9670
نترك	8735	4.36	0.9848	4011
بقايا	8736	4.36	0.9205	7098
القزم	8737	4.36	1.2081	9730
رهان	8738	4.36	1.4813	8800
بمفردى	8739	4.36	1.3211	6931
جني	8740	4.36	1.6005	9234
يتوقف	8741	4.36	0.8020	2224
بدون	8742	4.36	0.9848	233
اسفل	8743	4.36	0.8271	5414
التراب	8744	4.34	1.0994	9765
غريبه	8745	4.34	0.8947	9106
حذرين	8746	4.34	1.4654	9131
أغلقوا	8747	4.34	1.0022	9856
أتركه	8748	4.34	0.7722	5503
هم	8749	4.34	1.2715	156
تطلق	8750	4.34	1.6239	1972
القضية	8751	4.34	1.2224	1141
بدونها	8752	4.34	1.1713	8248
دعنى	8753	4.34	1.2390	1132
دون	8754	4.34	0.7453	413
يقطع	8755	4.34	1.1178	9704
الحانة	8756	4.34	1.8026	3459
حرارة	8757	4.34	1.3494	4408
أترك	8758	4.34	0.8478	1788
يراقب	8759	4.34	1.0616	8758
أفتقدك	8760	4.34	1.8251	9198
تتوقفي	8761	4.32	0.9134	9077
أدنى	8762	4.32	1.3316	2705
تعتذر	8763	4.32	1.3768	9906
اتركها	8764	4.32	0.9355	6083
بمفرده	8765	4.32	0.7677	6262
عميل	8766	4.32	1.6714	2919
السود	8767	4.32	1.3468	4749
مخبر	8768	4.32	1.3619	9206
التخلص	8769	4.32	1.0962	3429
مهلك	8770	4.32	1.6218	6310
تردد	8771	4.32	1.0190	9422
الأوامر	8772	4.32	1.3161	3336
تمانعين	8773	4.32	0.9988	6238
السياسة	8774	4.32	1.3768	5766
المقاطعة	8775	4.32	1.4061	4687
تركوا	8776	4.32	1.2688	8484
القضيب	8777	4.32	1.6468	7119
بوش	8778	4.32	1.5043	8071
تجاوزت	8779	4.32	1.4205	8563
الانتظار	8780	4.32	1.3316	2015
أغرب	8781	4.32	1.2196	6253
تقع	8782	4.32	1.1147	2857
ابعد	8783	4.30	1.0546	3552
اغرب	8784	4.30	1.0738	6244
الفراغ	8785	4.30	1.4880	8685
بمفردي	8786	4.30	1.3439	4328
أوه	8787	4.30	1.1294	112
نهاية	8788	4.30	1.5682	490
أعذريني	8789	4.30	1.1824	9607
لوحده	8790	4.30	1.1294	2768
أغادر	8791	4.30	1.2495	3585
دعها	8792	4.30	0.9530	3056
كلا	8793	4.30	0.9313	110
جريج	8794	4.30	1.4178	3205
لأسفل	8795	4.30	1.1112	4688
بوم	8796	4.30	1.2164	8733
اقل	8797	4.30	0.8144	2313
زنجي	8798	4.30	1.2817	8368
الوحيدة	8799	4.28	1.3099	774
الحافة	8800	4.28	1.3708	5635
للخلف	8801	4.28	0.8581	2089
البوليس	8802	4.28	1.7266	5262
المدافع	8803	4.28	1.8521	9351
ينتهى	8804	4.28	1.2623	4163
ويلي	8805	4.28	1.0887	3861
حذرك	8806	4.28	1.1256	9624
إياك	8807	4.28	0.9044	5650
ثقب	8808	4.28	1.1436	7772
يقع	8809	4.26	1.2423	3974
ينسى	8810	4.26	0.9649	9141
المباحث	8811	4.26	1.5624	3699
فات	8812	4.26	0.9216	3479
اغلق	8813	4.26	1.1747	3947
بالوحدة	8814	4.26	1.3822	8328
ساعدونى	8815	4.26	1.5884	7523
الحفر	8816	4.26	1.2257	7648
توقفى	8817	4.26	0.8283	4047
أغلقي	8818	4.26	0.8526	9040
صه	8819	4.26	1.0654	7801
الصليب	8820	4.26	1.7001	7985
أوامر	8821	4.26	1.4401	3965
بأس	8822	4.26	1.2906	316
نوبة	8823	4.26	1.3674	5484
غريبة	8824	4.26	1.1395	1440
تنسي	8825	4.26	0.9858	4789
عالقة	8826	4.24	1.0012	9586
توقفت	8827	4.24	0.9596	2091
قضية	8828	4.24	1.3637	1522
منخفضة	8829	4.24	0.9161	9553
بدونه	8830	4.24	1.0797	6364
مشغولة	8831	4.24	0.8935	3627
عذر	8832	4.24	1.1350	7128
آي	8833	4.24	1.0606	1248
مغادرة	8834	4.24	0.9381	4933
الأدوية	8835	4.24	1.6107	6373
تركت	8836	4.24	1.0012	1040
تضغط	8837	4.24	1.0412	7809
الوحدة	8838	4.24	1.9437	2496
تتوقف	8839	4.24	1.0012	1628
ترك	8840	4.24	1.0797	1030
يبعد	8841	4.24	0.9596	6978
عملية	8842	4.24	1.4223	992
رهن	8843	4.24	1.0606	6339
قناع	8844	4.24	1.1877	7351
اخرج	8845	4.24	0.9596	756
حذرة	8846	4.24	1.2545	6398
فاتورة	8847	4.22	1.3293	8638
لاتريد	8848	4.22	0.9538	9319
ريب	8849	4.22	0.9322	9984
حساسية	8850	4.22	1.3596	7802
أصاب	8851	4.22	1.2501	6415
ينتهي	8852	4.22	1.0554	1318
المخابرات	8853	4.22	1.7761	3427
أخرجي	8854	4.22	1.2337	5604
الاقل	8855	4.22	1.0160	2731
أقطع	8856	4.22	0.9538	7305
البار	8857	4.22	1.7646	4577
تبتعد	8858	4.22	1.1480	5427
مضاد	8859	4.22	0.9957	9173
دهاك	8860	4.22	1.2982	9823
out	8861	4.22	1.1830	7855
غريب	8862	4.20	1.2936	450
no	8863	4.20	0.9689	4966
آسفه	8864	4.20	1.3702	1750
القرش	8865	4.20	1.3997	3561
اسفه	8866	4.20	1.3997	3432
بعدم	8867	4.20	0.9258	4103
شديدة	8868	4.20	1.1952	3295
ترتكب	8869	4.20	1.3851	9473
أه	8870	4.20	1.1429	1764
القليل	8871	4.20	0.8571	975
العنكبوت	8872	4.20	1.2617	4777
التدخل	8873	4.20	0.9689	7225
النجدة	8874	4.20	1.8736	1104
أصمت	8875	4.20	1.1429	3710
بمفردك	8876	4.20	1.1249	3527
الدواء	8877	4.20	1.6903	3087
قطعت	8878	4.20	1.0880	3678
الفاتورة	8879	4.20	1.1952	9883
آسفة	8880	4.20	1.5908	347
المؤخرة	8881	4.20	1.9483	4316
توقفي	8882	4.20	1.1249	1051
تبعد	8883	4.20	1.0498	4471
بدوني	8884	4.18	0.9624	5400
قاطع	8885	4.18	1.1726	9712
لاأعرف	8886	4.18	1.0631	6017
اتركه	8887	4.18	1.1373	4608
لايجب	8888	4.18	1.0039	6264
بحذر	8889	4.18	1.1008	5778
قليلة	8890	4.18	0.9624	1778
أشعل	8891	4.18	1.3952	9872
أتركها	8892	4.18	1.3506	7906
عدم	8893	4.18	1.1551	882
الوراء	8894	4.18	1.1899	6494
ارجوكم	8895	4.18	1.3045	8085
السيف	8896	4.18	1.5211	3864
إحترس	8897	4.18	1.2567	8577
الإنتظار	8898	4.16	0.9553	1854
يترك	8899	4.16	0.8657	3156
مستشفى	8900	4.16	1.8223	2673
أقل	8901	4.16	0.6503	601
الثقيل	8902	4.16	1.4049	8728
الاوامر	8903	4.16	1.1843	9575
تمانع	8904	4.16	0.9116	1815
أوقفه	8905	4.16	0.8418	9666
وهم	8906	4.16	1.2835	1128
اقطع	8907	4.16	0.9971	5934
اسفة	8908	4.16	1.6704	1969
ببطئ	8909	4.16	1.0947	4375
سنغادر	8910	4.16	1.0568	6976
بعيدا	8911	4.14	1.0500	805
المستحيل	8912	4.14	1.6904	3253
إيقاف	8913	4.14	0.9899	4549
بغرابة	8914	4.14	0.7562	8208
يغلق	8915	4.14	0.9037	8120
مؤخرة	8916	4.14	2.1477	2660
ايقاف	8917	4.14	0.9037	9921
نزال	8918	4.14	1.4848	9596
ناري	8919	4.14	1.4984	9804
الأنتظار	8920	4.14	1.1954	8769
الحار	8921	4.14	1.1430	9949
العميلة	8922	4.14	1.6538	8150
وحدى	8923	4.14	1.2779	6614
بدونك	8924	4.14	1.2456	2833
سأترك	8925	4.12	1.1718	5774
الأسفل	8926	4.12	0.9398	1808
الوحيده	8927	4.12	1.2558	5843
تعثر	8928	4.12	1.3498	8903
الحاجز	8929	4.12	1.0428	7674
متأسفة	8930	4.12	1.5990	6018
الهبوط	8931	4.12	1.2061	5607
سأطلق	8932	4.12	1.4377	7887
خوان	8933	4.12	1.3944	6912
حذر	8934	4.12	1.1183	5673
غادرت	8935	4.12	1.0999	2996
أدين	8936	4.10	1.2817	4758
إبتعدوا	8937	4.10	1.1824	5831
ارحل	8938	4.10	1.4743	3625
هبوط	8939	4.10	1.6812	9283
قليل	8940	4.10	0.9530	1026
مشغول	8941	4.10	1.1995	1593
قبض	8942	4.10	1.3439	8558
غريبا	8943	4.10	1.1995	6363
وحده	8944	4.10	1.2330	3063
منخفض	8945	4.10	0.9313	7806
رحلت	8946	4.08	1.5758	2430
نهايه	8947	4.08	1.9149	9324
ستغادر	8948	4.08	1.2752	8927
طارئة	8949	4.08	1.0270	5046
وقع	8950	4.08	1.3679	2217
إسكت	8951	4.08	1.0850	9621
تغلق	8952	4.08	0.7783	4972
القضايا	8953	4.08	1.3974	6086
مهووس	8954	4.08	1.5097	8179
الحمار	8955	4.08	1.4405	7009
مقاطعة	8956	4.08	1.2428	4522
عجوز	8957	4.06	1.5440	2170
العصا	8958	4.06	1.2521	8310
البندقية	8959	4.06	1.7427	2936
الغريبة	8960	4.06	1.0382	3476
down	8961	4.06	1.2357	9606
إزالة	8962	4.06	1.0577	8666
قاع	8963	4.06	1.2022	7799
إيقافه	8964	4.06	1.0184	9700
تركه	8965	4.06	1.0577	6475
الأقل	8966	4.06	0.9775	514
لوحدك	8967	4.06	1.2843	2787
القليلة	8968	4.04	0.9249	4875
البقعة	8969	4.04	0.9026	9534
اسكت	8970	4.04	1.1421	5693
الإمساك	8971	4.04	1.3395	6548
السمين	8972	4.04	1.5644	4282
جعة	8973	4.04	1.6283	9500
اختفت	8974	4.04	1.3696	4840
أتركك	8975	4.04	1.2115	4312
الضباب	8976	4.04	1.5513	7122
إبتعدي	8977	4.04	1.1945	7297
الحرارة	8978	4.04	1.4136	2762
تتخلى	8979	4.04	1.1058	9631
تفقد	8980	4.04	1.3845	2049
للأسفل	8981	4.04	0.9681	2609
صفر	8982	4.04	1.3845	4112
تقطع	8983	4.04	0.9681	7223
إبتعد	8984	4.04	0.9889	1802
تركها	8985	4.04	1.1241	6201
اترك	8986	4.04	1.1421	2157
لايمكنك	8987	4.02	1.3169	4267
لايوجد	8988	4.02	1.1516	2154
إف	8989	4.02	1.5185	3528
آسف	8990	4.02	1.5451	131
الغريب	8991	4.02	0.8449	2147
الاخيرة	8992	4.02	1.3775	5073
كلبة	8993	4.02	2.1236	9285
الأسود	8994	4.02	1.8789	1860
تفتيش	8995	4.02	0.9998	6217
يغادر	8996	4.02	1.0398	3730
رهيبة	8997	4.02	1.9948	8681
أخيرة	8998	4.02	1.3476	6124
بعيدة	8999	4.02	1.1865	2408
آه	9000	4.02	1.4068	615
النبيذ	9001	4.02	2.1140	2465
أمانع	9002	4.00	0.9035	5483
لأ	9003	4.00	1.2617	6120
أبتعد	9004	4.00	1.0102	3001
إخفاء	9005	4.00	0.8330	9086
تنسى	9006	4.00	1.1249	1987
الاسود	9007	4.00	1.6782	6911
للجنون	9008	4.00	1.7957	7555
لاأريد	9009	4.00	1.1249	8407
حاد	9010	4.00	1.2617	6437
الغبار	9011	3.98	1.5185	6833
تراجع	9012	3.98	1.2696	1852
البعيد	9013	3.98	1.0593	9046
ببطء	9014	3.98	1.2036	2797
غامضة	9015	3.98	1.2204	9825
أصيب	9016	3.98	1.7669	3968
أشك	9017	3.98	0.9145	3611
أسفة	9018	3.98	1.2856	2150
غامض	9019	3.98	1.2534	7970
فارغة	9020	3.98	0.9366	4529
الإسعاف	9021	3.98	1.5185	5808
مغلقة	9022	3.98	0.9998	4247
الجنون	9023	3.96	2.0199	2835
غادر	9024	3.96	0.8562	2635
حذرا	9025	3.96	1.0093	4368
إسعاف	9026	3.96	1.7608	8816
حكومة	9027	3.96	1.4280	8187
يختفي	9028	3.96	0.9467	7224
أغلقت	9029	3.96	1.2447	5711
مطاردة	9030	3.96	1.4978	7525
حار	9031	3.96	1.3547	3227
أسكت	9032	3.96	1.1241	6303
القضبان	9033	3.96	1.5248	8076
متأسف	9034	3.96	1.2282	3644
سقط	9035	3.96	1.3547	1978
محال	9036	3.96	1.4978	6847
قيد	9037	3.96	1.3547	1039
لايمكن	9038	3.94	1.2683	3422
الضغط	9039	3.94	1.2683	2377
إغلاق	9040	3.94	0.9127	5839
الفارغ	9041	3.94	1.1323	6922
إحذر	9042	3.94	1.3001	5686
نبيذ	9043	3.94	1.9210	5013
السفلي	9044	3.94	0.8901	3590
محكمة	9045	3.94	1.3911	5078
مدين	9046	3.92	1.5097	3338
اسف	9047	3.92	1.5497	573
الأخيرة	9048	3.92	1.4961	884
النارية	9049	3.92	1.6268	4964
تأخر	9050	3.92	0.8999	4692
بعيد	9051	3.92	1.2911	1037
تركتها	9052	3.92	0.8769	5611
المستشفى	9053	3.92	1.7243	1088
للوراء	9054	3.92	1.0850	4895
ياللهول	9055	3.92	1.7478	6667
مطلق	9056	3.92	1.3974	8775
أخير	9057	3.90	1.2330	7454
تتركه	9058	3.90	0.9949	9297
وحدك	9059	3.90	1.1995	2892
ابتعدي	9060	3.90	1.2657	4160
المحاكمة	9061	3.90	1.4463	4896
اسود	9062	3.90	1.7409	7667
اصمتي	9063	3.90	1.1824	6311
ارتكبت	9064	3.90	1.2164	7899
تراجعوا	9065	3.90	1.1473	2828
غرباء	9066	3.88	1.0230	9250
مؤخرتي	9067	3.88	1.5990	3229
فقد	9068	3.86	1.5780	432
ضغط	9069	3.86	1.0304	2929
دمك	9070	3.86	1.8737	7247
ناقص	9071	3.86	1.0882	9889
أسود	9072	3.86	1.6538	2066
للهجوم	9073	3.86	1.3250	7448
القفص	9074	3.86	1.4570	8564
العبث	9075	3.86	1.4429	3755
تركته	9076	3.86	0.9691	3615
المغادرة	9077	3.86	1.2618	3838
سأرحل	9078	3.86	1.2938	4951
هول	9079	3.86	1.3852	9934
منع	9080	3.86	1.0304	5258
احترس	9081	3.84	0.9337	3556
وقعت	9082	3.84	1.2993	1876
تسقط	9083	3.84	1.3903	3349
مؤخرته	9084	3.84	2.1793	5186
تغادر	9085	3.84	1.1669	2653
مانع	9086	3.84	1.1669	3928
اصمت	9087	3.84	0.9765	2063
احذر	9088	3.84	1.1132	3578
لوحدي	9089	3.84	1.3303	2243
النسيان	9090	3.84	1.4194	9662
النهايه	9091	3.84	1.2993	6214
أحذرك	9092	3.84	1.0373	7191
اخشى	9093	3.84	1.3607	7102
اضطررت	9094	3.84	0.9116	6084
قضيبك	9095	3.84	2.3592	7242
للشفقة	9096	3.84	1.1132	3441
تستسلم	9097	3.84	1.1493	7341
يعبث	9098	3.84	1.1669	7256
الجعة	9099	3.84	1.7066	9266
اف	9100	3.82	1.4384	9822
الحفرة	9101	3.82	0.8734	5476
نارية	9102	3.82	1.5868	6424
ترحل	9103	3.82	1.3200	2417
تقلقى	9104	3.82	1.2728	4414
الهراء	9105	3.82	1.4525	862
إختفى	9106	3.82	0.9409	6488
نقص	9107	3.82	0.8497	7331
ضد	9108	3.80	0.9476	708
يرحل	9109	3.80	1.1429	5449
أستسلم	9110	3.80	1.2936	7046
عالق	9111	3.80	1.2936	6058
نرحل	9112	3.80	1.2122	2916
سأغادر	9113	3.80	1.0498	5943
حادة	9114	3.80	1.2617	8740
لايمكنني	9115	3.80	1.1249	6326
الإنذار	9116	3.80	1.1952	4801
سمين	9117	3.80	1.3401	6674
سوداء	9118	3.80	1.6660	3257
التفاهات	9119	3.80	1.5779	8057
مر	9120	3.78	1.4469	1916
ابتعدوا	9121	3.78	1.4469	3634
تعبث	9122	3.78	1.1657	3163
نسيان	9123	3.78	1.0934	7430
مجنونة	9124	3.78	2.0131	1406
ضده	9125	3.78	0.8640	8680
سمينة	9126	3.78	1.2982	7514
أفتقد	9127	3.78	1.1480	8081
انبطح	9128	3.78	0.9750	7694
رهيب	9129	3.78	1.7296	4482
سنرحل	9130	3.78	1.1830	6944
أضرب	9131	3.78	1.0554	6519
اختفى	9132	3.78	1.0160	4064
لاتفعل	9133	3.76	0.9806	7999
ثقيلة	9134	3.76	1.0984	7403
هراء	9135	3.76	1.3334	859
ويل	9136	3.76	1.5851	1401
﻿لا	9137	3.76	1.1877	
نسيت	9138	3.76	1.1168	731
تتركني	9139	3.76	1.3786	3402
تأخرت	9140	3.76	1.2048	1964
أتوسل	9141	3.76	1.3637	4288
أرحل	9142	3.76	1.3334	2792
البيرة	9143	3.76	1.8245	3184
الطرد	9144	3.76	1.4365	9340
سأضطر	9145	3.76	1.1704	9985
فارغ	9146	3.76	1.1350	2426
الهجوم	9147	3.76	1.6233	2401
أتركني	9148	3.76	1.0214	7450
إختفت	9149	3.74	1.2747	8580
حمار	9150	3.74	1.5754	6379
جنون	9151	3.74	1.6264	1400
تركك	9152	3.74	1.2257	7539
مجنون	9153	3.74	1.9039	526
تتركيني	9154	3.74	1.4542	9359
ثقيل	9155	3.74	1.1572	5064
حشرة	9156	3.74	1.3524	8402
عبد	9157	3.74	1.4401	2938
كره	9158	3.74	2.0285	7238
تختفي	9159	3.74	0.8033	5903
ضربه	9160	3.72	1.1613	5913
متأخرة	9161	3.72	1.2461	6287
اتركني	9162	3.72	0.9906	4745
وحدي	9163	3.72	1.3099	3329
بالجنون	9164	3.72	1.6665	7065
تسخر	9165	3.72	1.3559	7972
مضيعة	9166	3.72	1.2784	9009
الغرباء	9167	3.72	1.0506	4063
اتركك	9168	3.72	0.9697	9918
للهول	9169	3.70	1.0926	2039
مملة	9170	3.70	1.2330	8480
مجهول	9171	3.70	1.2495	4922
مجنونه	9172	3.70	1.8544	6906
روث	9173	3.70	1.5152	4844
الاخير	9174	3.70	1.2330	5962
تتأخر	9175	3.70	1.0152	9328
الكلاب	9176	3.70	1.7525	1645
حانة	9177	3.70	1.5017	3859
خلاف	9178	3.70	0.9949	8355
بندقية	9179	3.70	1.6933	3525
هتلر	9180	3.70	1.3590	4151
القبو	9181	3.70	1.7409	4339
عقدة	9182	3.70	1.2495	9843
خطا	9183	3.68	1.4490	9099
جننت	9184	3.68	1.3768	4927
ابتعد	9185	3.68	1.0190	851
الأخرق	9186	3.68	1.5043	9467
ضربة	9187	3.68	1.0190	1753
هربت	9188	3.68	1.0190	2879
تقلق	9189	3.68	1.2848	528
الخدعة	9190	3.68	1.5836	8148
تركني	9191	3.68	1.0388	9450
محاكمة	9192	3.68	1.5706	6318
وحيدة	9193	3.68	1.1328	2604
تحذير	9194	3.68	1.2848	3708
لاأستطيع	9195	3.68	0.9988	5722
قضايا	9196	3.68	1.2688	8263
مجانين	9197	3.66	1.8802	3919
مؤخرتك	9198	3.66	2.1248	1433
يمنع	9199	3.66	1.0616	8630
الغامضة	9200	3.66	1.1359	9475
مغلق	9201	3.66	1.1359	2752
للمستشفى	9202	3.64	1.7114	6347
كلاب	9203	3.64	1.5221	4170
وقوع	9204	3.64	1.0451	9793
ترفض	9205	3.64	1.3962	7161
مشوش	9206	3.64	1.1911	7623
الدخان	9207	3.64	1.3962	6145
تقلقي	9208	3.64	0.9848	1380
النووي	9209	3.64	1.7700	5393
أسقط	9210	3.64	1.2578	6864
الهروب	9211	3.64	1.6630	2419
رحل	9212	3.62	1.2436	2395
خدعة	9213	3.62	1.3231	3024
فأر	9214	3.62	1.4693	5639
قلقة	9215	3.62	1.3231	2932
عديمة	9216	3.62	1.0669	6501
عديم	9217	3.62	1.3076	2804
تدخن	9218	3.62	1.5238	6112
الضربة	9219	3.62	0.9666	5169
للرحيل	9220	3.60	1.0498	8974
المجانين	9221	3.60	1.8406	5040
أخشى	9222	3.60	1.0880	1525
يصعب	9223	3.60	1.0302	4611
الفأر	9224	3.60	1.3248	6796
تقلقوا	9225	3.60	1.1066	6929
اصيب	9226	3.60	1.2778	9981
اضرب	9227	3.60	1.3702	5681
شكوى	9228	3.60	1.1952	8900
النهاية	9229	3.60	1.3702	673
طرد	9230	3.60	1.5779	5027
رفض	9231	3.60	1.2778	4093
يسقط	9232	3.60	1.0102	3898
تعطلت	9233	3.58	1.4155	9642
الزناد	9234	3.58	1.3415	4911
حفرة	9235	3.58	1.0708	5529
جن	9236	3.58	1.1796	6948
تبا	9237	3.58	1.2950	764
مضطرة	9238	3.58	0.8352	8132
لاتستطيع	9239	3.58	1.1265	6037
أسف	9240	3.58	1.0515	778
جائع	9241	3.58	1.6047	2123
المجنونة	9242	3.58	1.7967	5214
ضيق	9243	3.56	0.9723	6071
متأخر	9244	3.56	0.7602	1402
متعب	9245	3.56	1.0333	3005
المشتبه	9246	3.56	1.1457	3192
رحلوا	9247	3.56	1.3118	8238
أدخن	9248	3.56	1.4730	9008
انبطحوا	9249	3.56	1.1980	9448
ممنوع	9250	3.56	1.4730	3185
نووية	9251	3.54	1.7286	8264
أهرب	9252	3.54	1.0919	4704
مشتبه	9253	3.54	1.2157	6348
المظلمة	9254	3.54	1.2969	9330
الضعيف	9255	3.54	1.2488	8975
أسير	9256	3.54	1.4316	7639
رفضت	9257	3.54	0.9941	4233
عاصفة	9258	3.54	1.4028	3770
طلقة	9259	3.54	1.3734	3929
اهرب	9260	3.54	1.0919	4606
قلقا	9261	3.54	1.1104	9976
مضطر	9262	3.54	0.8134	6524
تأخرنا	9263	3.52	0.9947	6770
تفسد	9264	3.52	1.7052	5916
مجنونا	9265	3.52	1.4741	7719
دخان	9266	3.52	1.2816	8774
ضربات	9267	3.52	1.0925	6817
التأخير	9268	3.52	0.9739	8350
ويسكي	9269	3.52	1.8321	6653
الأبله	9270	3.52	1.4032	5396
سكين	9271	3.52	1.0736	6411
تهرب	9272	3.52	0.9311	3308
أبله	9273	3.50	1.3286	4082
ذئب	9274	3.50	1.5811	7343
الفقراء	9275	3.50	1.6067	6941
راحل	9276	3.50	1.1294	8585
غلطتي	9277	3.50	1.3590	5401
القبض	9278	3.50	1.7173	1781
خطأك	9279	3.50	1.1650	4782
أخرق	9280	3.50	1.2817	9490
الكحول	9281	3.50	1.7053	4143
ضعف	9282	3.50	1.6690	3871
عنيد	9283	3.50	1.2817	9664
مشكلتك	9284	3.50	1.1650	2014
الصواريخ	9285	3.50	1.8871	8417
ضربت	9286	3.48	1.1822	5035
