Word	Havg	StDev	FreqListRank	TwitterRank
one	3422	5.70	1.2330	2030	567
dibutuhkan	3423	5.70	1.0738	1966	6026
smga	3424	5.70	1.5152	--	2809
tuanku	3425	5.70	1.3439	1357	--
kawanan	3426	5.70	1.4321	4877	--
ross	3427	5.70	0.9742	5744	--
lihatlah	3428	5.70	0.8864	577	--
kuketahui	3429	5.70	1.0152	6085	--
inbox	3430	5.70	0.9530	--	2281
contoh	3431	5.70	0.8864	2346	3745
isabel	3432	5.70	1.0738	4058	--
bljar	3433	5.70	1.5419	--	5040
hadirin	3434	5.70	0.9313	4123	--
duduk	3435	5.70	0.9091	287	1298
beritahu	3436	5.70	0.7354	433	--
mengembalikan	3437	5.70	1.3286	2145	--
ronaldo	3438	5.70	1.2330	--	5196
darinya	3439	5.70	0.9949	1763	--
segala	3440	5.68	1.1683	616	848
soda	3441	5.68	1.0190	5669	--
merk	3442	5.68	1.0774	--	5064
gets	3443	5.68	0.9781	--	5635
dede	3444	5.68	1.2027	5764	3264
laki	3445	5.68	0.9988	313	2498
naek	3446	5.68	1.3316	--	1857
sutradara	3447	5.68	1.0190	6173	--
rutin	3448	5.68	0.9781	5366	--
strike	3449	5.68	1.3161	5301	--
negara	3450	5.68	1.0774	461	1397
joker	3451	5.68	1.4061	3934	--
followback	3452	5.68	1.2027	--	503
september	3453	5.68	1.0190	4120	6222
dibaca	3454	5.68	0.9781	--	5388
tetangga	3455	5.68	1.0190	2252	2418
berlangsung	3456	5.68	0.8192	1724	--
ciye	3457	5.68	1.4205	--	2492
sis	3458	5.68	1.1328	--	3760
patrick	3459	5.68	1.0583	2103	--
batin	3460	5.68	1.1683	--	4845
daah	3461	5.68	1.2196	--	6107
tablet	3462	5.68	1.2848	--	5828
\m/	3463	5.68	1.8007	--	1594
raga	3464	5.68	1.0583	--	5955
hendak	3465	5.68	1.0388	2817	--
nemo	3466	5.68	1.3316	2636	--
hubungi	3467	5.68	0.9570	1025	4349
domba	3468	5.68	1.1683	2948	--
ellie	3469	5.68	1.2027	2132	--
kamarnya	3470	5.68	1.1147	4153	--
#ifollowback	3471	5.68	1.3915	--	1089
arah	3472	5.68	1.0774	663	2535
panggil	3473	5.68	0.9570	708	1689
perlihatkan	3474	5.68	0.9988	3577	--
memasukkannya	3475	5.68	0.7939	5445	--
on	3476	5.68	1.0388	586	117
tokoh	3477	5.68	0.8908	5410	--
jalanku	3478	5.68	1.0583	5334	--
berbentuk	3479	5.68	0.8192	4474	--
motor	3480	5.68	0.8908	2398	869
konstruksi	3481	5.68	1.3005	5639	--
surf	3482	5.68	1.2688	5269	--
pipi	3483	5.68	1.0774	--	2946
akang	3484	5.68	1.3161	--	4846
arti	3485	5.68	1.0962	1972	1333
story	3486	5.68	1.0388	--	2825
hitz	3487	5.68	1.2196	--	5887
jerry	3488	5.68	1.1328	2321	--
salib	3489	5.68	2.0045	3586	--
udah	3490	5.68	0.9988	2638	28
persik	3491	5.68	1.1683	5219	--
key	3492	5.68	0.9570	--	3403
kendali	3493	5.68	1.0388	1324	--
ladang	3494	5.68	1.1147	3426	--
pemirsa	3495	5.68	0.7407	--	5738
anda	3496	5.68	0.8437	12	208
karenamu	3497	5.68	1.2688	5982	--
we	3498	5.68	1.1683	1231	310
dolan	3499	5.68	1.5043	--	4449
rakyat	3500	5.68	1.2688	2016	3017
penggunaan	3501	5.68	0.8192	5555	--
mengikutinya	3502	5.68	1.2526	3799	--
piss	3503	5.68	1.7893	--	4242
ratus	3504	5.68	0.9134	2769	--
membahas	3505	5.68	0.8437	3017	--
membawanya	3506	5.68	0.8437	701	--
pen	3507	5.68	0.9570	--	1664
wake	3508	5.68	1.1328	--	4010
kamuu	3509	5.68	1.1856	--	2485
transportasi	3510	5.68	0.9134	4301	--
rindu	3511	5.68	1.8565	1830	836
rapor	3512	5.68	1.0962	--	4207
detektif	3513	5.68	1.1507	1064	--
mengajukan	3514	5.68	0.8192	2202	--
skolah	3515	5.68	1.0962	--	1054
iyah	3516	5.68	1.1683	3400	934
indosiar	3517	5.68	0.9355	--	3381
‾▿‾-σ	3518	5.68	1.8455	--	4280
things	3519	5.68	0.9781	--	2273
think	3520	5.68	1.1147	2536	669
line	3521	5.68	1.0774	4148	5416
program	3522	5.68	1.0388	1243	3316
shinee	3523	5.68	1.5312	--	2226
rcti	3524	5.68	1.0583	--	2781
cwe	3525	5.68	1.4205	--	1555
linda	3526	5.68	1.1683	3182	--
sampanye	3527	5.68	1.3316	4334	--
enchancers	3528	5.68	1.3468	--	5997
clark	3529	5.68	1.2027	2086	--
seharga	3530	5.68	1.0388	5971	--
twiter	3531	5.68	1.1683	--	4115
kulakukan	3532	5.68	0.9988	536	--
francisco	3533	5.68	1.2526	3651	--
pesan	3534	5.68	0.9355	552	2003
tangan	3535	5.68	1.0583	259	743
roket	3536	5.68	1.2196	3747	--
sophie	3537	5.68	1.0962	3464	--
rok	3538	5.68	1.1683	4924	--
gita	3539	5.68	1.0190	--	5757
anterin	3540	5.68	1.0774	--	6142
berada	3541	5.68	1.0774	158	1622
memakannya	3542	5.66	1.1359	2965	--
blajar	3543	5.66	1.3494	--	2084
semi	3544	5.66	0.9172	2193	--
dorongan	3545	5.66	1.0616	5347	--
image	3546	5.66	1.0994	--	5931
skywalker	3547	5.66	1.2390	5618	--
setelah	3548	5.66	1.1359	185	772
sometimes	3549	5.66	0.9607	--	2301
duduklah	3550	5.66	0.8234	1321	--
bus	3551	5.66	1.2875	1497	3992
mind	3552	5.66	1.0422	--	1376
inti	3553	5.66	1.0994	3337	--
meksiko	3554	5.66	1.2056	2584	--
jalan	3555	5.66	1.0994	136	242
kostum	3556	5.66	1.0224	2871	--
lennon	3557	5.66	1.0022	4728	--
forrest	3558	5.66	1.0806	3202	--
buahmu	3559	5.66	1.0022	4709	--
username	3560	5.66	1.0022	--	4968
secepat	3561	5.66	1.0022	1936	--
bulat	3562	5.66	0.9607	3377	--
inter	3563	5.66	0.9817	--	2501
kiper	3564	5.66	1.0224	--	5619
vanessa	3565	5.66	1.1537	4129	--
mega	3566	5.66	1.0224	--	4338
upload	3567	5.66	0.9172	--	2777
sambungkan	3568	5.66	0.8234	4274	--
face	3569	5.66	0.8715	4158	2556
kucing	3570	5.66	1.6489	952	1346
orangku	3571	5.66	1.0022	3194	--
reaksi	3572	5.66	1.0022	3077	--
siapkan	3573	5.66	0.8947	1619	3928
nicole	3574	5.66	1.1178	3633	--
elizabeth	3575	5.66	1.1178	2533	--
kapanpun	3576	5.66	1.0806	3994	--
mentega	3577	5.66	1.0616	5743	--
wants	3578	5.66	1.0224	--	5057
timeline	3579	5.66	1.0994	--	2493
jeng	3580	5.66	1.0022	--	1765
sapi	3581	5.66	1.0806	1522	3375
desa	3582	5.66	1.2224	1108	3263
hati2	3583	5.66	1.5201	--	2660
pic	3584	5.66	1.1886	--	3834
devi	3585	5.66	1.0616	--	5329
kemeja	3586	5.66	0.8715	4711	--
listen	3587	5.66	1.0022	--	4212
bought	3588	5.66	1.0422	--	2980
pakaiannya	3589	5.66	0.9817	6131	--
istilah	3590	5.66	1.1886	3352	--
could	3591	5.66	1.1713	6105	2469
bner	3592	5.66	1.0616	--	1239
terapi	3593	5.66	1.3188	4049	--
aplikasi	3594	5.66	1.0422	--	3587
payung	3595	5.66	0.8947	6156	3771
telkomsel	3596	5.66	1.3032	--	5758
nyali	3597	5.66	1.1359	4887	--
bole	3598	5.66	1.0806	--	2074
krim	3599	5.66	1.0422	1968	3767
look	3600	5.66	0.8478	5687	1434
menurut	3601	5.66	0.8947	813	820
smash	3602	5.66	1.2056	--	1256
pesen	3603	5.66	1.0616	--	3869
road	3604	5.66	1.1359	4505	--
lencana	3605	5.66	1.1886	3721	--
boga	3606	5.66	1.4654	--	5722
praktek	3607	5.66	0.9817	4469	4205
#pcwindows7	3608	5.66	1.5201	--	1994
mencobanya	3609	5.66	1.0224	1833	--
monica	3610	5.66	1.1537	--	3827
kuminta	3611	5.66	1.1359	4427	--
bubur	3612	5.66	1.0224	--	3671
mengunyah	3613	5.66	1.0022	5975	--
berikutnya	3614	5.66	0.9172	551	--
cici	3615	5.66	1.0422	--	5627
gawe	3616	5.66	1.2224	--	2025
cup	3617	5.66	1.0616	--	1724
bahan	3618	5.66	0.9607	1035	3223
mangan	3619	5.66	1.4792	--	4785
memasuki	3620	5.66	0.8478	1561	--
balapan	3621	5.66	0.9607	2059	--
papua	3622	5.66	1.2554	--	3169
annie	3623	5.66	0.9607	2195	--
catherine	3624	5.66	1.0224	4324	--
warung	3625	5.66	1.0806	--	3945
afgan	3626	5.66	1.4514	--	4318
rencana	3627	5.66	0.9607	500	1310
feel	3628	5.66	1.0806	3914	1261
gandeng	3629	5.66	1.2224	--	5947
obatnya	3630	5.66	1.1713	4760	5916
perkataan	3631	5.66	1.1178	6080	4691
lakukan	3632	5.66	0.8715	55	841
paling	3633	5.66	1.2390	283	162
menyelam	3634	5.66	1.2715	3517	--
daisy	3635	5.66	1.0422	3595	--
kemudi	3636	5.66	0.9392	4663	--
kelihatan	3637	5.66	1.1359	939	--
pasar	3638	5.66	1.0994	2010	1738
siaran	3639	5.66	0.9817	3158	4931
sist	3640	5.66	1.2056	--	2937
ask	3641	5.66	0.9172	--	3055
kubuat	3642	5.66	1.0022	4514	--
head	3643	5.66	0.9817	6097	4537
audisi	3644	5.66	0.8947	5065	6118
dikatakannya	3645	5.64	0.9848	5260	--
berlari	3646	5.64	0.9424	999	--
membangunkan	3647	5.64	1.5354	3364	--
hear	3648	5.64	0.9638	--	4209
langkah	3649	5.64	0.8271	893	3204
sinyal	3650	5.64	1.1205	1278	2218
turki	3651	5.64	0.8751	6125	--
jadiin	3652	5.64	1.4107	--	3986
lagii	3653	5.64	1.0451	--	1373
chibi	3654	5.64	1.3667	--	1275
telponnya	3655	5.64	1.0053	6091	--
panggung	3656	5.64	0.8514	3501	5208
samaa	3657	5.64	1.0053	--	4305
terompet	3658	5.64	1.1021	--	4172
pedulikan	3659	5.64	1.0835	4847	--
class	3660	5.64	0.9638	--	4165
kapten	3661	5.64	0.9638	358	--
harry	3662	5.64	1.2739	553	4994
gurunya	3663	5.64	0.8981	--	5129
amankan	3664	5.64	1.2249	4285	--
semakin	3665	5.64	0.9848	562	644
layar	3666	5.64	1.2898	2515	4974
mrs	3667	5.64	1.6132	1098	--
tunjukkan	3668	5.64	0.8751	820	--
ijin	3669	5.64	1.4251	2704	5205
pribadi	3670	5.64	1.1911	754	692
pemilihan	3671	5.64	0.8751	4947	--
tujuanmu	3672	5.64	0.8514	6002	--
yunani	3673	5.64	1.3962	2079	--
romawi	3674	5.64	1.0451	4272	--
lingkaran	3675	5.64	1.1386	1979	--
klub	3676	5.64	0.9638	1606	2463
leo	3677	5.64	1.2898	3289	5919
speak	3678	5.64	1.3667	--	5350
drive	3679	5.64	1.0835	2018	--
jadii	3680	5.64	0.9638	--	5377
adam	3681	5.64	1.0053	1467	4758
mengirimmu	3682	5.64	1.0835	5892	--
wind	3683	5.64	0.8981	4967	5024
disimpan	3684	5.64	1.1911	3557	--
saku	3685	5.64	0.9848	3123	--
bereaksi	3686	5.64	1.0645	3868	--
link	3687	5.64	0.9205	4118	1928
mood	3688	5.64	1.2898	--	1595
*lirik	3689	5.64	0.9638	--	3768
zeus	3690	5.64	1.0835	4822	--
rmh	3691	5.64	1.1911	--	844
mary	3692	5.64	1.0835	1107	--
rangkaian	3693	5.64	1.1205	4888	--
dora	3694	5.64	0.9424	--	6027
moskow	3695	5.64	1.0451	6227	--
tetap	3696	5.64	1.0053	181	460
try	3697	5.64	0.9848	5608	2149
pekerjaanmu	3698	5.64	1.0053	2462	--
night	3699	5.64	0.9424	4351	698
juni	3700	5.64	1.1563	2682	5460
alex	3701	5.64	1.1021	1382	4557
#2012wish	3702	5.64	1.1021	--	1494
lanjutin	3703	5.64	1.0451	--	5703
yuu	3704	5.64	1.2578	--	3925
keep	3705	5.64	1.0254	3385	948
bring	3706	5.64	0.8271	--	5296
hewan	3707	5.64	1.0451	1128	4710
bond	3708	5.64	1.0254	3005	--
lompat	3709	5.64	1.0835	2045	--
striker	3710	5.64	1.1739	--	5017
tidor	3711	5.64	1.5354	--	6210
mars	3712	5.64	0.8981	1806	4181
wahai	3713	5.64	0.8020	--	4447
asuransi	3714	5.64	1.2249	2978	--
fisik	3715	5.64	1.0053	2461	3181
cwok	3716	5.64	1.0053	--	4527
depanmu	3717	5.64	0.9424	3567	--
pikiranmu	3718	5.64	1.0835	2087	--
utara	3719	5.64	1.1205	793	3641
her	3720	5.64	1.0835	3810	1284
means	3721	5.64	0.9424	--	4849
ketahui	3722	5.64	0.9424	1390	--
merasakan	3723	5.64	1.1205	736	1896
kepala	3724	5.64	1.1205	291	860
digunakan	3725	5.64	1.0053	875	--
´⌣`ʃƪ	3726	5.64	1.7585	--	2179
dilihat	3727	5.64	0.8751	2488	3889
butler	3728	5.64	1.2898	5271	--
pena	3729	5.64	1.0835	3976	--
blh	3730	5.64	1.1386	--	1422
peliharaan	3731	5.64	1.4107	5278	--
korea	3732	5.64	1.2578	3059	1037
pamanmu	3733	5.64	0.9638	4093	--
beta	3734	5.64	0.7762	3962	5709
mengakui	3735	5.64	1.0835	1612	4098
kwn	3736	5.64	1.4394	--	5301
berdering	3737	5.64	0.8271	3574	--
jupe	3738	5.64	1.5354	--	5171
seluruh	3739	5.64	0.8751	308	2143
telepon	3740	5.64	0.7762	427	--
satu-satunya	3741	5.64	1.3516	--	5604
diketahui	3742	5.64	1.1563	1714	--
mempertahankan	3743	5.64	1.1021	2527	5457
kehendak	3744	5.64	1.1386	4706	--
rank	3745	5.64	1.1386	--	3390
menjalankan	3746	5.64	0.8271	1073	5951
benua	3747	5.64	0.9848	5121	--
east	3748	5.64	1.0254	5731	--
tangerang	3749	5.64	1.1386	--	3187
sendok	3750	5.64	0.9424	4675	--
maicih	3751	5.64	1.1205	--	4187
vivian	3752	5.64	1.1205	5980	--
jaga	3753	5.64	0.9205	782	1026
megan	3754	5.64	1.0254	5770	--
ac	3755	5.64	1.0645	--	2187
anget	3756	5.64	1.5354	--	4517
mengelilingi	3757	5.64	1.1563	4002	--
posted	3758	5.64	0.9424	--	4765
change	3759	5.64	1.1563	--	2724
november	3760	5.64	0.9424	4176	4192
yey	3761	5.64	1.3815	--	3146
uni	3762	5.64	1.0645	6006	5981
haa	3763	5.64	1.4535	--	2357
once	3764	5.64	0.8981	--	4200
sang	3765	5.64	1.0645	800	1731
selesaikan	3766	5.64	1.2739	1533	--
bantuin	3767	5.64	1.2578	--	2158
sabarr	3768	5.64	1.7233	--	5949
kenyataan	3769	5.62	1.2103	1525	1746
mei	3770	5.62	0.7796	2155	3512
louisa	3771	5.62	1.2760	5481	--
artikel	3772	5.62	0.8781	3386	--
kabin	3773	5.62	0.9010	3936	--
ranger	3774	5.62	0.9234	3200	--
seumur	3775	5.62	1.0476	1596	4643
lenganku	3776	5.62	1.0859	4987	--
seputar	3777	5.62	1.1045	--	6139
mempertimbangkan	3778	5.62	1.0280	2788	--
#sex	3779	5.62	1.6523	--	2397
hahad	3780	5.62	1.4270	--	5913
bertanding	3781	5.62	1.1229	5186	--
ashley	3782	5.62	1.1933	1859	--
yow	3783	5.62	1.2599	--	4856
siapin	3784	5.62	1.0079	--	5101
file	3785	5.62	0.9452	2424	--
roda	3786	5.62	0.8781	2293	--
ku	3787	5.62	1.2760	233	72
nongol	3788	5.62	0.9875	--	1801
dean	3789	5.62	1.1229	4440	--
claire	3790	5.62	1.3536	1697	--
menanggapi	3791	5.62	0.9666	5079	--
nancy	3792	5.62	1.0079	5873	--
rabu	3793	5.62	1.0859	3935	2185
rusa	3794	5.62	0.9666	3845	--
ngumpulin	3795	5.62	0.9452	--	5938
karen	3796	5.62	1.1409	4227	--
uskup	3797	5.62	1.0859	2592	--
iove	3798	5.62	1.5635	5289	--
armada	3799	5.62	0.9666	3354	--
jaminan	3800	5.62	1.1761	2976	--
laser	3801	5.62	1.2919	5589	--
ngomong	3802	5.62	0.8781	2257	449
halaman	3803	5.62	0.9666	1224	5032
bolanya	3804	5.62	1.1933	4631	--
mbak	3805	5.62	1.3076	--	327
tepuk	3806	5.62	1.1409	3467	--
pemain	3807	5.62	1.0859	1405	968
menuliskan	3808	5.62	1.0079	5810	--
mkn	3809	5.62	1.2103	--	1150
komisaris	3810	5.62	1.0859	5504	--
rasanya	3811	5.62	1.0669	564	634
feat	3812	5.62	1.0669	--	4264
maksudku	3813	5.62	1.1229	231	--
every	3814	5.62	0.9666	--	1914
seragam	3815	5.62	1.1409	2414	--
wih	3816	5.62	1.3834	--	3989
latin	3817	5.62	0.9875	3309	--
tau	3818	5.62	1.3076	588	32
liverpool	3819	5.62	1.3384	--	2529
swasta	3820	5.62	0.8545	4609	--
pencari	3821	5.62	1.0669	6155	--
padanya	3822	5.62	0.9010	277	4022
lokal	3823	5.62	0.9666	2101	6127
memanjat	3824	5.62	0.8303	4241	--
memanfaatkan	3825	5.62	1.5635	3795	--
saatnya	3826	5.62	0.9666	889	1296
berpikiran	3827	5.62	1.1586	4724	--
publik	3828	5.62	1.2919	2647	--
giselle	3829	5.62	1.0669	4016	--
hooh	3830	5.62	1.4412	--	5869
catur	3831	5.62	1.3834	4707	--
cair	3832	5.62	1.1045	4674	--
kenakan	3833	5.62	1.0859	5034	--
saksikan	3834	5.62	1.0859	--	5054
cabe	3835	5.62	1.4831	--	5662
nampak	3836	5.62	0.9875	3811	5429
doc	3837	5.62	1.1229	1788	--
siang	3838	5.62	1.0476	648	341
konsep	3839	5.62	1.0280	4518	--
keliatan	3840	5.62	1.2103	--	1791
kuberitahu	3841	5.62	1.1045	1932	--
tdur	3842	5.62	1.5504	--	990
bicaralah	3843	5.62	0.8781	2057	--
giliranmu	3844	5.62	0.8545	3132	--
departemen	3845	5.62	1.0280	2004	--
amy	3846	5.62	0.9452	2009	--
nisa	3847	5.62	1.3384	--	4211
memanggilnya	3848	5.62	0.9010	2511	--
senior	3849	5.62	0.9875	3239	4545
atasan	3850	5.62	0.9234	5453	--
palembang	3851	5.62	1.3686	--	3307
buktikan	3852	5.62	1.0859	3314	5501
kaset	3853	5.62	1.0079	3906	--
jari	3854	5.62	0.9875	1060	2865
kacamata	3855	5.62	0.8781	2775	3896
atur	3856	5.62	0.9452	4085	4101
words	3857	5.62	1.0476	--	4627
use	3858	5.62	0.9010	--	4909
ingatan	3859	5.62	1.3076	2796	6161
Ɣªª	3860	5.62	1.5104	--	4501
perairan	3861	5.62	1.1229	5734	--
perwira	3862	5.62	1.2271	2312	--
jennifer	3863	5.62	1.0079	2552	--
tanah	3864	5.62	1.1045	407	2448
bermata	3865	5.62	0.8545	6117	--
lampung	3866	5.62	1.0280	--	2459
pelajaran	3867	5.62	1.4412	1544	1326
rusia	3868	5.62	1.1409	972	6149
waters	3869	5.62	1.0079	5619	--
parasut	3870	5.62	1.2436	6148	--
umurku	3871	5.62	1.0476	5875	--
menyimpannya	3872	5.62	1.2271	2753	--
disk	3873	5.62	1.0079	5964	--
dengan	3874	5.62	1.0079	20	84
mengirimnya	3875	5.62	1.0079	4235	--
genetik	3876	5.62	0.9875	4817	--
negri	3877	5.62	1.0079	--	5058
rachel	3878	5.62	1.1761	1883	--
ditetapkan	3879	5.62	1.2103	5291	--
pensil	3880	5.62	0.9234	5828	--
perjalanannya	3881	5.62	1.0476	5858	--
lahan	3882	5.62	0.9666	2956	--
reply	3883	5.62	0.9010	--	2931
mempekerjakan	3884	5.62	1.1933	4507	--
menaiki	3885	5.62	0.9666	5017	--
ever	3886	5.62	1.1586	5543	1913
kiki	3887	5.62	1.1761	5088	3398
ngertiin	3888	5.62	1.2919	--	2892
melewati	3889	5.62	1.1409	691	5516
dkk	3890	5.62	0.8545	--	5769
pingin	3891	5.62	1.2599	--	1358
pengendara	3892	5.62	1.0079	6128	--
version	3893	5.62	0.7796	--	5643
peran	3894	5.62	1.0859	2729	--
stage	3895	5.62	1.1229	--	4641
anything	3896	5.62	1.1761	--	3131
around	3897	5.62	1.1229	--	4417
anne	3898	5.62	1.2599	2333	--
hari	3899	5.60	0.9035	72	49
penjelasan	3900	5.60	1.1606	2593	--
sekarang	3901	5.60	1.1066	39	177
mengatakan	3902	5.60	1.1780	129	1927
formasi	3903	5.60	0.9258	4667	--
tenda	3904	5.60	1.1066	3823	--
rooney	3905	5.60	1.2289	--	6000
robin	3906	5.60	1.0498	5837	--
move	3907	5.60	1.0302	--	1187
hobbit	3908	5.60	1.2778	4785	--
ditempat	3909	5.60	0.9476	2653	--
sma	3910	5.60	1.1249	2745	199
perasaanmu	3911	5.60	1.1066	2516	5013
bebek	3912	5.60	1.0302	4001	3414
some	3913	5.60	0.9035	4586	1697
engine	3914	5.60	0.9035	5878	--
kalian	3915	5.60	0.8806	70	184
cilik	3916	5.60	1.2617	--	5547
pc	3917	5.60	1.3093	--	3693
detik	3918	5.60	1.1429	653	2169
seseorang	3919	5.60	0.7559	165	326
tmbah	3920	5.60	1.4286	--	4310
2x	3921	5.60	1.0690	--	4036
suratnya	3922	5.60	0.9035	5989	--
nntn	3923	5.60	1.3093	--	1161
musim	3924	5.60	0.8806	584	1551
time	3925	5.60	1.0302	2212	580
lagiii	3926	5.60	1.2122	--	4836
gambarnya	3927	5.60	0.8330	4829	--
jangkauan	3928	5.60	1.1249	3872	--
nicky	3929	5.60	1.0690	3371	--
asrama	3930	5.60	1.2289	4517	--
teringat	3931	5.60	1.3997	5846	4792
wakil	3932	5.60	1.1606	2941	4392
membayarnya	3933	5.60	1.0102	3342	--
comment	3934	5.60	0.9689	--	4348
kemanapun	3935	5.60	1.1429	4439	--
dimiliki	3936	5.60	0.8081	4419	--
julia	3937	5.60	1.0302	5994	--
dimensi	3938	5.60	1.0690	3931	--
ikuti	3939	5.60	1.0498	774	2262
altar	3940	5.60	1.4569	6026	--
prom	3941	5.60	1.4142	5129	--
sunda	3942	5.60	1.0880	--	3581
kompetisi	3943	5.60	1.4142	3114	5830
balikpapan	3944	5.60	1.2617	--	5926
3x	3945	5.60	1.0102	--	5406
denyut	3946	5.60	0.9258	6207	--
curhat	3947	5.60	1.5386	--	994
cherrybelle	3948	5.60	1.5386	--	3835
susan	3949	5.60	1.1952	3060	--
proses	3950	5.60	1.0690	2316	2245
drum	3951	5.60	1.1249	5232	--
william	3952	5.60	1.2936	1630	--
sign	3953	5.60	1.0102	--	5566
georgia	3954	5.60	1.0498	5403	--
williams	3955	5.60	0.9476	4923	--
nahh	3956	5.60	1.6413	--	4818
pengakuan	3957	5.60	1.1780	3410	--
rute	3958	5.60	1.1952	2703	--
lets	3959	5.60	0.9258	--	5224
me	3960	5.60	1.0102	532	60
okok	3961	5.60	1.3401	--	3605
tunggal	3962	5.60	1.0102	3175	--
bikin	3963	5.60	0.8081	2481	173
david	3964	5.60	1.2778	897	2407
berlaku	3965	5.60	1.1429	2094	3079
disana	3966	5.60	0.9476	319	828
menjalani	3967	5.60	0.8806	2375	3036
caranya	3968	5.60	1.0690	1226	1308
gabriel	3969	5.60	1.1429	4545	--
tune	3970	5.60	0.9258	--	5927
baker	3971	5.60	1.0302	4936	--
duo	3972	5.60	0.8081	--	6237
ajarin	3973	5.60	0.8806	--	2589
west	3974	5.60	1.2617	3423	6243
inside	3975	5.60	1.0498	--	4744
dialah	3976	5.60	0.8330	2812	--
marinir	3977	5.60	0.9476	3688	--
sekutu	3978	5.60	1.1780	4110	--
tebal	3979	5.60	1.1952	3924	--
penyimpanan	3980	5.60	1.1429	3480	--
psti	3981	5.60	1.4428	--	1412
bruno	3982	5.60	1.0302	3458	4917
raport	3983	5.60	1.2454	--	2572
stella	3984	5.60	1.1606	5124	--
dermaga	3985	5.60	1.0102	3218	--
acaranya	3986	5.60	0.9897	--	4579
sampel	3987	5.60	1.1952	4819	--
berambut	3988	5.60	1.1249	4597	--
dimanapun	3989	5.60	1.1066	3511	--
mendapati	3990	5.60	1.1429	6224	--
suju	3991	5.60	1.5119	--	1864
kunci	3992	5.60	1.1066	604	2280
markas	3993	5.60	0.9689	2123	--
two	3994	5.60	1.0102	5667	2332
tuna	3995	5.60	1.4142	5666	--
ngasi	3996	5.60	1.1249	--	4916
gubernur	3997	5.60	1.1429	2985	4240
gading	3998	5.60	0.9897	--	5285
berita	3999	5.60	1.0302	655	1787
panggilan	4000	5.60	1.3553	753	3842
pak	4001	5.60	0.8081	161	406
atlanta	4002	5.60	1.0302	4978	--
dadaku	4003	5.60	0.9689	6188	--
jurus	4004	5.60	0.9258	4122	--
tertulis	4005	5.60	0.9476	2249	--
bicarakan	4006	5.60	1.0498	518	--
wing	4007	5.60	0.9897	3532	--
adi	4008	5.60	1.1249	--	4553
boyband	4009	5.60	1.0880	--	2465
omah	4010	5.60	1.3401	--	4515
jantungku	4011	5.60	1.0880	5098	--
#video	4012	5.60	1.2454	--	5426
jenderal	4013	5.58	1.4441	799	--
jupiter	4014	5.58	1.0515	3108	--
pengawal	4015	5.58	1.1968	3101	--
met	4016	5.58	0.8827	--	753
yuks	4017	5.58	1.6299	--	4752
shrek	4018	5.58	1.6671	4733	--
bajumu	4019	5.58	0.9708	4953	--
atap	4020	5.58	0.8593	1445	--
kurasakan	4021	5.58	1.1968	6096	--
follow	4022	5.58	0.9055	--	34
jkt	4023	5.58	1.4010	--	2151
elena	4024	5.58	0.9916	5871	--
meteor	4025	5.58	1.4859	5685	--
nak	4026	5.58	1.0515	329	574
warga	4027	5.58	0.8593	1460	1365
sirkuit	4028	5.58	0.9495	5657	--
nama	4029	5.58	0.9495	235	331
sambel	4030	5.58	1.3864	--	5474
melalui	4031	5.58	1.1265	414	2686
lincoln	4032	5.58	1.0319	4329	--
sapa	4033	5.58	1.1265	--	470
makes	4034	5.58	0.9495	--	3061
membutuhkannya	4035	5.58	1.2792	2017	--
selama	4036	5.58	1.2137	204	814
jacob	4037	5.58	1.0897	3111	--
pengikut	4038	5.58	1.1622	4840	--
enzim	4039	5.58	1.0515	5817	--
ceritakan	4040	5.58	0.9916	899	--
pound	4041	5.58	1.1265	5598	--
boston	4042	5.58	1.4299	3844	--
benarkah	4043	5.58	1.3107	484	--
tugasku	4044	5.58	0.8593	2786	--
jenna	4045	5.58	1.1796	4531	--
coba	4046	5.58	0.9278	300	307
moore	4047	5.58	1.1622	4872	--
sosok	4048	5.58	1.1265	--	4324
kataku	4049	5.58	0.8104	2497	--
bunyi	4050	5.58	0.9916	3087	4028
dasi	4051	5.58	0.9278	4072	--
waktunya	4052	5.58	1.0120	508	1323
selena	4053	5.58	1.3107	--	3754
daily	4054	5.58	0.9055	--	5879
here	4055	5.58	0.8104	2430	717
mengejarmu	4056	5.58	1.2304	4876	--
kameranya	4057	5.58	1.0319	4287	--
kapalnya	4058	5.58	0.8593	3871	--
she's	4059	5.58	1.0120	--	4494
shuffle	4060	5.58	0.9708	--	4466
see	4061	5.58	1.1265	2820	803
orang	4062	5.58	1.1796	28	42
sering	4063	5.58	0.8827	723	477
benteng	4064	5.58	1.1265	2338	--
cloud	4065	5.58	1.3716	3815	--
stadion	4066	5.58	0.9708	--	5185
organisasi	4067	5.58	1.0319	2863	--
memerlukan	4068	5.58	1.0515	1138	--
times	4069	5.58	0.8352	4599	3160
reuters	4070	5.58	1.1445	--	4940
berhadapan	4071	5.58	1.2950	3232	--
megang	4072	5.58	0.8593	--	3074
bahasanya	4073	5.58	1.1445	--	6215
individu	4074	5.58	1.1265	5238	--
mengikutimu	4075	5.58	0.9495	5054	--
lengan	4076	5.58	1.0120	1886	--
instruksi	4077	5.58	0.9055	4549	--
temui	4078	5.58	0.9495	1595	--
rekaman	4079	5.58	1.0319	1803	--
jatim	4080	5.58	0.8593	--	6172
memakan	4081	5.58	1.3716	1400	--
