Word	Havg	StDev	GoogleRank
劳力	7350	4.94	1.0956	3576
身	7351	4.94	1.2022	1920
现行	7352	4.94	1.3001	2118
招	7353	4.94	1.1851	6153
历法	7354	4.94	0.9348	9145
编码	7355	4.94	1.3463	5100
城内	7356	4.94	0.9775	8115
敦	7357	4.94	1.0956	8325
另行	7358	4.94	1.3463	5322
关节	7359	4.94	1.0577	5674
三次	7360	4.94	0.9564	1599
混合	7361	4.94	1.1678	3757
从来	7362	4.94	0.9127	2510
大会	7363	4.94	0.9348	418
台	7364	4.94	0.8901	1114
惟有	7365	4.94	0.9564	9621
模	7366	4.94	1.2521	3194
如是	7367	4.92	0.6952	7978
早年	7368	4.92	1.4686	6848
市场	7369	4.92	1.3068	78
雇	7370	4.92	1.2752	9185
好几	7371	4.92	0.5657	3403
血液	7372	4.92	1.1220	6041
马里	7373	4.92	1.2262	9960
公斤	7374	4.92	0.7239	1891
幢	7375	4.92	1.1753	9947
重叠	7376	4.92	1.1753	6369
督	7377	4.92	0.9655	3775
怎样	7378	4.92	1.0467	912
再次	7379	4.92	0.8291	1617
辑	7380	4.92	1.1925	3937
听证	7381	4.92	0.8999	6377
叫做	7382	4.92	0.7516	3707
刚才	7383	4.92	0.9442	4353
一種	7384	4.92	1.1220	6705
属	7385	4.92	0.7239	2146
脸色	7386	4.92	1.3827	8107
字母	7387	4.92	1.2428	4811
履	7388	4.92	0.6652	9905
陕西	7389	4.92	1.2428	4717
替代	7390	4.92	0.9655	2670
宣称	7391	4.92	0.9442	4591
反射	7392	4.92	1.0660	7332
么	7393	4.92	1.3529	1276
性质	7394	4.92	0.8291	630
那儿	7395	4.92	1.1925	4390
秦	7396	4.92	1.1220	8951
究	7397	4.92	1.2262	1412
状况	7398	4.92	0.8999	679
厂商	7399	4.92	1.0467	4505
厘米	7400	4.92	1.1036	3136
宪	7401	4.92	0.9655	7300
小心	7402	4.92	1.3679	5276
index	7403	4.92	1.1220	8926
官方	7404	4.92	1.0850	3272
多久	7405	4.92	1.0069	5561
监事	7406	4.92	0.9442	8991
当场	7407	4.92	0.6652	7446
一事	7408	4.92	0.9223	5947
冶金	7409	4.92	1.3679	3852
柴油	7410	4.92	1.0660	9066
廷	7411	4.92	1.2911	8383
转口	7412	4.92	1.3377	8006
境地	7413	4.92	1.4824	5885
长官	7414	4.92	1.2591	4235
大小	7415	4.92	1.1220	1567
顿	7416	4.92	0.8769	3561
以后	7417	4.92	0.9864	331
广告	7418	4.92	1.3974	1512
河北	7419	4.92	1.3974	4850
拉	7420	4.92	0.7516	1150
中等	7421	4.92	1.4546	2956
维尔	7422	4.92	1.1578	7430
没什么	7423	4.92	1.2591	5607
调用	7424	4.92	1.1036	7489
co	7425	4.92	0.6337	6868
三家	7426	4.92	1.1036	7669
撰	7427	4.92	0.7239	9402
规程	7428	4.92	0.7516	5401
远近	7429	4.92	1.1400	8910
筹	7430	4.92	1.3377	4952
雇佣	7431	4.92	1.1925	3876
途中	7432	4.92	0.9864	6001
所谓	7433	4.92	0.7239	984
以	7434	4.92	0.6652	48
間	7435	4.92	0.8041	7068
界限	7436	4.92	0.8291	2994
插	7437	4.92	1.1400	9737
系統	7438	4.92	1.2911	8304
沉浸	7439	4.92	1.3377	8117
前后	7440	4.92	1.1400	2368
в	7441	4.92	1.2095	7534
辩护人	7442	4.92	1.0467	8301
前线	7443	4.92	1.1578	4360
成份	7444	4.92	1.2752	4375
稽核	7445	4.92	1.1753	8903
一天	7446	4.92	1.1753	1062
分类	7447	4.92	1.0069	1570
血管	7448	4.92	0.8769	9987
家伙	7449	4.92	0.8769	7886
扼要	7450	4.92	1.3974	8019
公私	7451	4.92	1.0850	8658
私下	7452	4.92	1.1925	9599
游击	7453	4.92	0.8533	2467
last	7454	4.92	1.5628	8730
哪里	7455	4.92	0.8291	2718
翻	7456	4.92	1.2428	5525
呀	7457	4.92	1.3529	6571
赵	7458	4.92	0.7239	9704
一個	7459	4.92	0.7239	2985
弗	7460	4.92	1.1400	3943
凡是	7461	4.92	1.0069	2350
肥料	7462	4.92	1.0850	6975
请求	7463	4.92	1.1753	1818
职权	7464	4.92	1.2428	2266
摇	7465	4.92	1.2591	8045
当初	7466	4.92	1.0467	6217
呼叫	7467	4.92	1.1036	9457
温室	7468	4.92	1.2752	9652
民营	7469	4.92	1.2428	3052
出让	7470	4.92	0.8291	8064
机密	7471	4.92	1.2095	5781
涉外	7472	4.92	1.1753	4716
数量	7473	4.92	0.8999	909
医疗	7474	4.92	1.4686	1166
are	7475	4.92	1.0467	3826
以外	7476	4.92	0.8533	1258
检疫	7477	4.92	1.2428	6747
复员	7478	4.92	0.9442	8051
人均	7479	4.92	1.1578	1446
阶级性	7480	4.92	1.4405	5220
私有	7481	4.92	1.2591	2882
党务	7482	4.92	1.2428	7861
俱	7483	4.92	0.9442	8866
政务	7484	4.92	1.0850	4109
唐山	7485	4.92	1.5497	7496
意见	7486	4.92	1.3827	510
法定	7487	4.92	0.9442	2289
硬	7488	4.92	1.0270	6405
尽	7489	4.92	1.3827	1130
施政	7490	4.92	1.2262	7891
這	7491	4.92	0.7239	2393
呢	7492	4.92	1.0467	657
比重	7493	4.92	0.7239	1144
山区	7494	4.92	1.3679	2385
封	7495	4.92	1.1036	2179
背景	7496	4.90	1.3439	1417
曾经	7497	4.90	0.8631	1594
幾	7498	4.90	0.7626	7313
人数	7499	4.90	0.9091	1585
议题	7500	4.90	0.8391	6088
共	7501	4.90	1.3740	836
重复	7502	4.90	0.8864	2189
公有制	7503	4.90	1.4463	2010
称号	7504	4.90	1.0738	4271
苏区	7505	4.90	1.1112	7113
指出	7506	4.90	1.0152	415
定点	7507	4.90	0.9091	8339
解释	7508	4.90	1.2164	900
當	7509	4.90	1.0926	9264
竭力	7510	4.90	1.6067	5579
一丝	7511	4.90	0.9313	7942
柬埔寨	7512	4.90	1.3439	5081
大致	7513	4.90	1.0738	2443
政法	7514	4.90	0.9313	4882
怎	7515	4.90	0.9091	4194
碰撞	7516	4.90	1.5682	7866
洞	7517	4.90	1.2330	6699
同居	7518	4.90	1.6812	9469
计算	7519	4.90	1.1294	774
声响	7520	4.90	1.3286	8054
此后	7521	4.90	1.2330	2212
的话	7522	4.90	0.9530	1048
轻型	7523	4.90	0.9313	9670
移	7524	4.90	1.1294	2382
仓库	7525	4.90	0.7354	3465
考试	7526	4.90	1.2817	2193
government	7527	4.90	1.3132	8083
内部	7528	4.90	0.7626	609
分辨	7529	4.90	1.1995	7707
dec	7530	4.90	0.8391	9898
股市	7531	4.90	0.9530	3920
于是	7532	4.90	0.7354	1436
公	7533	4.90	0.9530	897
舆论	7534	4.90	1.0351	2332
不时	7535	4.90	0.9530	8318
气味	7536	4.90	0.9949	8243
实物	7537	4.90	1.2164	3476
自卫	7538	4.90	1.0546	5348
战备	7539	4.90	1.2164	8676
盆地	7540	4.90	0.8631	7331
递交	7541	4.90	1.2657	8608
哪个	7542	4.90	1.4178	4727
政体	7543	4.90	1.1473	6271
塑	7544	4.90	0.9742	9665
甚	7545	4.90	0.8631	2998
住地	7546	4.90	1.1112	9448
時候	7547	4.90	1.1650	6533
日程	7548	4.90	1.2164	4854
克	7549	4.90	1.1112	1157
默认	7550	4.90	1.2495	6930
要求	7551	4.90	1.1112	143
ii	7552	4.90	0.8144	5802
论	7553	4.90	0.9949	744
日前	7554	4.90	1.1650	3446
部门	7555	4.90	1.0351	159
考	7556	4.90	1.3887	2529
参军	7557	4.90	1.2330	8643
少数	7558	4.90	1.2495	988
后来	7559	4.90	1.2495	993
使	7560	4.90	0.8631	98
政	7561	4.90	1.3740	724
個	7562	4.90	0.9313	3880
or	7563	4.90	1.0546	3747
district	7564	4.90	1.1112	9841
为首	7565	4.90	1.3439	6087
英尺	7566	4.90	1.1995	9612
夕	7567	4.90	1.4604	9426
居于	7568	4.90	0.8391	3612
中叶	7569	4.90	0.9091	4533
间接	7570	4.90	0.7626	1897
從	7571	4.90	1.0546	6778
s	7572	4.90	1.5419	2838
涉足	7573	4.90	0.9091	9934
登记	7574	4.90	1.2817	1231
划分	7575	4.90	0.8631	1553
工厂	7576	4.90	1.0926	1340
公然	7577	4.90	1.0738	8849
服务器	7578	4.90	0.9530	4644
规章	7579	4.90	0.8864	2795
报表	7580	4.90	0.8631	3956
革命	7581	4.90	1.3286	164
塑料	7582	4.90	0.8864	5129
經濟	7583	4.90	1.3132	6999
他所	7584	4.90	0.6776	2823
某	7585	4.90	0.8864	294
严格	7586	4.90	1.6067	989
方位	7587	4.90	1.1650	5224
午	7588	4.90	0.7626	1474
售	7589	4.90	0.9313	3256
府	7590	4.90	1.1650	1515
按	7591	4.90	0.8864	641
资本家	7592	4.90	1.4321	2917
片断	7593	4.90	0.8631	7260
无尽	7594	4.90	1.0152	8337
教委	7595	4.90	1.1112	7614
载体	7596	4.90	1.0152	5160
境遇	7597	4.90	0.8144	9170
含义	7598	4.90	0.9949	2316
调控	7599	4.90	1.2330	1728
性别	7600	4.90	0.7354	3479
收拾	7601	4.90	1.1473	9552
截然	7602	4.90	1.0546	5631
福州	7603	4.90	1.2657	4794
裡	7604	4.90	1.0152	9157
由本	7605	4.90	0.8144	8746
方面军	7606	4.90	0.9091	4936
巳	7607	4.90	0.5803	8270
号码	7608	4.90	0.7890	5037
本文	7609	4.90	0.9313	1721
术语	7610	4.90	0.8631	4455
踪	7611	4.90	1.1824	9370
编排	7612	4.90	1.2330	8933
烈士	7613	4.90	1.8323	8839
折	7614	4.88	0.8722	3710
司	7615	4.88	1.0812	1506
调剂	7616	4.88	1.1364	5519
势头	7617	4.88	1.1183	3838
总之	7618	4.88	0.8485	2550
移送	7619	4.88	1.0812	7744
种种	7620	4.88	1.2229	1324
诱发	7621	4.88	1.7454	8169
马来西亚	7622	4.88	1.5205	5165
挖掘	7623	4.88	1.1718	3853
日	7624	4.88	1.1364	42
缅甸	7625	4.88	1.1718	4252
何	7626	4.88	1.1891	1572
评审	7627	4.88	1.0622	4671
怎麼	7628	4.88	0.7990	8230
省略	7629	4.88	0.9613	9538
В	7630	4.88	0.9398	8867
框框	7631	4.88	1.1718	9325
席	7632	4.88	1.2720	3277
变形	7633	4.88	1.0428	5899
归于	7634	4.88	1.0622	7697
司法	7635	4.88	1.1542	1193
保守	7636	4.88	1.4934	3493
脚跟	7637	4.88	0.8485	9881
偿	7638	4.88	1.3037	5132
不可分	7639	4.88	1.1718	5369
之前	7640	4.88	1.0230	992
抗衡	7641	4.88	1.3649	7204
决算	7642	4.88	1.0428	6689
附属	7643	4.88	1.1891	4158
故而	7644	4.88	1.3192	9075
租赁	7645	4.88	1.2061	2630
救济	7646	4.88	1.5471	2561
二名	7647	4.88	0.8485	9494
年度	7648	4.88	1.1542	1532
弹	7649	4.88	1.0999	4857
本条	7650	4.88	0.8722	4664
如同	7651	4.88	0.9398	4209
减低	7652	4.88	1.7337	9035
灌输	7653	4.88	1.1542	9045
半	7654	4.88	0.9823	1828
尼	7655	4.88	0.6893	2154
背后	7656	4.88	1.0999	4069
年头	7657	4.88	1.0029	6354
原油	7658	4.88	1.5205	5925
军工	7659	4.88	1.2395	6442
三条	7660	4.88	1.0622	2149
挂钩	7661	4.88	0.9613	4328
央	7662	4.88	0.9179	2460
做工	7663	4.88	1.2061	9634
元件	7664	4.88	0.4352	6540
一点	7665	4.88	1.0999	524
具	7666	4.88	0.9398	1292
以前	7667	4.88	0.6893	833
阵营	7668	4.88	1.1183	6060
the	7669	4.88	0.9398	512
其他	7670	4.88	0.9823	161
莫	7671	4.88	0.7183	4659
阶	7672	4.88	0.7730	2937
简直	7673	4.88	1.3944	3743
电网	7674	4.88	0.8241	8112
进攻	7675	4.88	1.3498	1419
术	7676	4.88	0.7730	1142
这里	7677	4.88	1.0029	419
电机	7678	4.88	1.1183	7662
水文	7679	4.88	0.9823	9057
修改	7680	4.88	1.1891	1494
之後	7681	4.88	0.8241	4471
考核	7682	4.88	0.9613	2249
密集	7683	4.88	1.3498	2593
当天	7684	4.88	0.9179	3510
可不	7685	4.88	1.3649	5137
惊异	7686	4.88	1.4934	7991
二分	7687	4.88	1.0428	5907
区内	7688	4.88	0.9823	4134
一带	7689	4.88	0.6273	3976
一點	7690	4.88	1.1183	9924
八条	7691	4.88	1.0230	3435
收取	7692	4.88	1.3498	3581
独生子	7693	4.88	1.2061	8934
器物	7694	4.88	1.0029	9584
矩阵	7695	4.88	1.1183	7818
短期	7696	4.88	1.1364	2082
防止	7697	4.88	1.3797	1483
端	7698	4.88	0.8722	4705
朝廷	7699	4.88	1.0999	5305
至于	7700	4.88	0.7730	1694
人口	7701	4.88	1.3797	273
着	7702	4.88	0.9398	84
搬迁	7703	4.88	1.3944	7400
电信	7704	4.88	0.8485	3556
由於	7705	4.88	1.0230	2927
除外	7706	4.88	1.1364	5175
片	7707	4.88	0.8722	1819
毫米	7708	4.88	0.8241	2695
选民	7709	4.88	0.7730	4352
那么	7710	4.88	0.8485	499
防治	7711	4.88	1.3797	2928
年版	7712	4.88	0.9179	1782
附加	7713	4.88	0.8722	3105
从中	7714	4.88	0.9398	2597
再三	7715	4.88	1.2229	9975
句	7716	4.88	1.1183	1485
内地	7717	4.88	1.1183	2217
个案	7718	4.88	0.7730	8111
宗	7719	4.88	0.9613	4627
价款	7720	4.88	1.2720	7747
结社	7721	4.88	1.3649	9489
炭	7722	4.88	1.0428	9478
液	7723	4.88	1.0029	9906
一声	7724	4.88	1.0999	4561
不禁	7725	4.88	1.3346	9435
横	7726	4.88	0.9179	8680
由于	7727	4.88	0.9823	136
一座	7728	4.88	0.8722	2759
耍	7729	4.86	1.4429	5028
引发	7730	4.86	1.1068	3983
邓	7731	4.86	1.0104	8532
何在	7732	4.86	0.9899	7243
猜测	7733	4.86	0.8809	7406
驻扎	7734	4.86	0.9899	8246
殊	7735	4.86	1.1430	5295
与	7736	4.86	0.8809	31
中部	7737	4.86	1.0500	4345
under	7738	4.86	1.3554	8109
梁	7739	4.86	1.0500	7869
内政	7740	4.86	1.2124	5597
党员	7741	4.86	1.5651	1228
瑟	7742	4.86	1.2618	8953
朝鲜	7743	4.86	1.7025	1508
途	7744	4.86	1.1068	6637
替	7745	4.86	1.0500	5654
赶	7746	4.86	1.1430	3095
斯坦	7747	4.86	1.2124	2848
诉讼法	7748	4.86	1.1782	3191
治疗	7749	4.86	1.4287	1857
柴	7750	4.86	0.7001	9447
深层	7751	4.86	1.6037	4411
公务员	7752	4.86	1.2938	2721
小事	7753	4.86	1.1250	8735
近年	7754	4.86	1.0500	1696
辩	7755	4.86	0.8084	8632
墙	7756	4.86	1.0882	5811
a	7757	4.86	0.8332	1043
policy	7758	4.86	0.8574	9921
为期	7759	4.86	1.2124	5653
情绪	7760	4.86	1.3095	1832
试图	7761	4.86	1.0882	2980
點	7762	4.86	0.8574	9885
就行	7763	4.86	1.3095	9242
往返	7764	4.86	0.9037	8999
民工	7765	4.86	0.9691	6604
问卷	7766	4.86	1.2124	5986
密	7767	4.86	1.1782	3014
局面	7768	4.86	1.1430	1444
条约	7769	4.86	1.1608	1552
活劳动	7770	4.86	0.7827	9043
反正	7771	4.86	1.3403	7389
规	7772	4.86	0.9691	1399
当事人	7773	4.86	1.1608	1473
谋生	7774	4.86	1.1068	7180
辖	7775	4.86	0.8574	6506
那麼	7776	4.86	1.1068	9347
清朝	7777	4.86	1.0692	4190
电子	7778	4.86	1.1608	1015
不在乎	7779	4.86	1.2291	9580
报请	7780	4.86	1.1608	9640
政务院	7781	4.86	1.0692	5307
饲料	7782	4.86	0.9899	3816
份	7783	4.86	0.7287	1002
有如	7784	4.86	1.1954	8802
黄色	7785	4.86	1.6904	7234
势力	7786	4.86	1.5254	1377
秩	7787	4.86	1.0304	9939
普遍	7788	4.86	0.8574	760
起码	7789	4.86	1.1954	6173
办	7790	4.86	1.0104	894
秒	7791	4.86	0.6392	3873
略	7792	4.86	0.8574	2602
专科	7793	4.86	0.9037	4798
假如	7794	4.86	1.3704	4070
长短	7795	4.86	0.8809	6588
以至	7796	4.86	1.0500	3308
由	7797	4.86	0.9037	107
声称	7798	4.86	1.0692	5141
业	7799	4.86	1.0104	195
党性	7800	4.86	1.3999	6798
波	7801	4.86	1.0692	3314
匹	7802	4.86	1.0304	8808
即便	7803	4.86	1.0500	4133
说道	7804	4.86	1.1068	3562
演戏	7805	4.86	1.3852	9361
既	7806	4.86	0.8084	881
交代	7807	4.86	0.9899	6694
备战	7808	4.86	1.3999	9536
物体	7809	4.86	0.7001	4439
环	7810	4.86	1.1430	2522
還是	7811	4.86	0.8332	9266
小国	7812	4.86	0.9691	9206
仍旧	7813	4.86	1.0104	5825
监理	7814	4.86	0.8332	5957
单一	7815	4.86	1.2618	2617
怎么	7816	4.86	1.2124	716
去	7817	4.86	1.2291	287
趟	7818	4.86	1.3095	8074
测验	7819	4.86	1.0104	6709
內	7820	4.86	1.2124	7470
代办	7821	4.86	0.9899	7560
一律	7822	4.86	1.1608	4470
赶快	7823	4.86	1.2779	7764
八大	7824	4.86	1.3095	8438
该	7825	4.86	1.1782	307
科举	7826	4.86	1.4429	6026
尤	7827	4.86	0.8809	4313
行事	7828	4.86	1.0692	6717
计	7829	4.86	1.1608	967
人大	7830	4.86	1.5520	1336
集团军	7831	4.86	0.9260	5475
疏散	7832	4.84	1.4479	8994
刀	7833	4.84	1.6581	6110
只顾	7834	4.84	1.2993	9332
隐藏	7835	4.84	1.1493	5356
人工	7836	4.84	1.1843	2874
盈亏	7837	4.84	1.2675	4058
劳务	7838	4.84	1.0947	2586
从此	7839	4.84	0.9971	1921
特派	7840	4.84	1.2675	5705
打破	7841	4.84	1.5032	2077
处	7842	4.84	1.2675	383
印	7843	4.84	1.0373	3057
须	7844	4.84	0.7918	1441
毫	7845	4.84	0.9337	1632
总而言之	7846	4.84	1.2993	8972
et	7847	4.84	0.7384	6991
附	7848	4.84	1.0759	3486
攻	7849	4.84	1.3456	4059
一线	7850	4.84	1.4758	4381
暂	7851	4.84	1.0568	6733
值班	7852	4.84	1.0947	7898
哪	7853	4.84	1.0759	2756
半年	7854	4.84	0.9553	1684
伊	7855	4.84	0.8418	2592
过渡	7856	4.84	1.1493	1768
在原	7857	4.84	1.0947	4927
t	7858	4.84	0.9337	1691
共产党	7859	4.84	1.8446	711
未曾	7860	4.84	1.1843	6913
上限	7861	4.84	1.2513	9989
降水	7862	4.84	1.3456	5275
就算	7863	4.84	1.1314	5366
编	7864	4.84	1.0759	2156
上班	7865	4.84	1.4619	6032
远	7866	4.84	1.1493	878
阿拉	7867	4.84	1.0174	6201
动机	7868	4.84	1.1132	3380
列	7869	4.84	0.7103	1054
角	7870	4.84	1.3303	4572
物化	7871	4.84	0.8889	7577
翌年	7872	4.84	1.0373	9475
急忙	7873	4.84	1.3607	8784
军区	7874	4.84	0.9765	6768
都	7875	4.84	1.0947	44
其它	7876	4.84	0.8172	1075
旨	7877	4.84	0.9337	3823
证券	7878	4.84	1.1843	1328
幅	7879	4.84	0.9553	4367
大概	7880	4.84	0.7656	2655
估	7881	4.84	1.0568	4816
项	7882	4.84	0.8172	214
fr	7883	4.84	0.6809	8619
副本	7884	4.84	1.2014	6775
索	7885	4.84	1.1493	3925
域	7886	4.84	0.9116	2656
至此	7887	4.84	1.0373	4083
任免	7888	4.84	1.0373	7407
断定	7889	4.84	1.1132	6061
最为	7890	4.84	1.4049	2517
桩	7891	4.84	1.3607	8482
寸	7892	4.84	0.9116	9534
顷	7893	4.84	0.8418	3099
触	7894	4.84	1.1843	7499
尺	7895	4.84	0.6809	4656
打出	7896	4.84	0.8418	8133
更换	7897	4.84	0.9765	5854
這樣	7898	4.84	0.9553	6090
had	7899	4.84	0.9971	8139
紧	7900	4.84	1.4619	2114
il	7901	4.84	1.1132	8491
军用	7902	4.84	1.1669	6661
生计	7903	4.84	1.2993	7998
防空	7904	4.84	1.2835	9058
假说	7905	4.84	1.4479	8203
簿	7906	4.84	0.9116	9660
外来	7907	4.84	1.0174	3210
监测	7908	4.84	1.1314	3546
处处	7909	4.84	1.0947	4742
延	7910	4.84	1.2182	6952
唯心	7911	4.84	0.9553	4089
介	7912	4.84	1.0568	4710
检查	7913	4.84	1.1314	752
利己	7914	4.84	1.7066	8628
微生物	7915	4.84	1.2993	7062
对比	7916	4.84	0.9337	2588
况且	7917	4.84	1.2014	8955
终究	7918	4.84	1.2349	8612
指	7919	4.84	1.1493	707
人为	7920	4.84	1.3149	2120
兆	7921	4.84	1.2349	6754
高价	7922	4.84	1.8223	7367
车厢	7923	4.84	1.0947	9466
急切	7924	4.84	1.4049	8611
处理	7925	4.82	1.1899	403
成分	7926	4.82	0.8254	2021
浮动	7927	4.82	1.1899	4132
划拨	7928	4.82	1.1551	9600
无不	7929	4.82	1.0821	5236
工期	7930	4.82	1.0631	7563
托	7931	4.82	1.4665	2400
物业	7932	4.82	1.1192	5210
仍	7933	4.82	0.9624	597
中立	7934	4.82	1.2070	6083
其实	7935	4.82	1.2887	1457
运动战	7936	4.82	1.2070	9627
经受	7937	4.82	1.2070	5389
可笑	7938	4.82	1.8035	6828
三章	7939	4.82	1.2567	3713
户口	7940	4.82	1.2728	5689
销	7941	4.82	1.1726	2241
出具	7942	4.82	0.8734	6489
搬运	7943	4.82	1.1008	9656
只得	7944	4.82	1.0240	5574
防洪	7945	4.82	1.2567	7612
事态	7946	4.82	0.9624	7394
拖拉机	7947	4.82	1.2567	6159
涉	7948	4.82	1.0821	5696
化学	7949	4.82	1.4525	1644
石器	7950	4.82	0.7743	5862
计时	7951	4.82	1.2887	9464
债券	7952	4.82	1.1008	2180
国有	7953	4.82	1.3354	606
驱	7954	4.82	1.3506	5741
满洲	7955	4.82	1.2403	6932
一段落	7956	4.82	0.8003	9338
党籍	7957	4.82	1.3805	9591
一次性	7958	4.82	0.8003	5857
选派	7959	4.82	1.0631	9702
估价	7960	4.82	1.1373	5596
雖然	7961	4.82	1.0240	7702
背	7962	4.82	1.1008	4905
移交	7963	4.82	1.0437	4740
篇	7964	4.82	0.9833	1013
应急	7965	4.82	1.4941	5990
套	7966	4.82	1.1551	1627
另	7967	4.82	0.6606	385
便	7968	4.82	1.1008	745
返	7969	4.82	0.6289	6437
氧化	7970	4.82	1.1726	8396
仗	7971	4.82	1.4384	8098
tt	7972	4.82	0.6606	8691
防守	7973	4.82	1.1551	7433
过路	7974	4.82	1.0821	8151
押	7975	4.82	1.6249	8408
印刷	7976	4.82	0.8734	2247
寨	7977	4.82	1.0631	6905
医务	7978	4.82	0.9409	5977
事务	7979	4.82	1.1551	1354
分摊	7980	4.82	1.0821	9111
廿	7981	4.82	1.1373	3742
条例	7982	4.82	0.8497	1358
分子	7983	4.82	1.0821	625
受	7984	4.82	1.1008	497
世纪末	7985	4.82	1.7225	2876
编号	7986	4.82	0.9409	8119
边境	7987	4.82	0.7475	3316
法庭	7988	4.82	1.2237	2619
甚至	7989	4.82	1.0240	515
阿	7990	4.82	1.1192	2341
制	7991	4.82	0.8497	335
界	7992	4.82	0.7743	811
频繁	7993	4.82	1.1373	4264
激烈	7994	4.82	1.3354	1559
一文	7995	4.82	1.3354	3569
政策	7996	4.82	1.3045	151
成本	7997	4.82	0.9624	663
脱	7998	4.82	1.2567	6566
固然	7999	4.82	0.9409	3269
吗	8000	4.82	0.9409	1174
内阁	8001	4.82	0.9833	3684
民事	8002	4.82	0.6289	1908
讯	8003	4.82	0.9833	5568
稀	8004	4.82	1.2887	9689
干什么	8005	4.82	1.0437	5108
所持	8006	4.82	1.2237	8788
标语	8007	4.82	1.1726	7871
巡逻	8008	4.82	1.4665	7293
万一	8009	4.82	1.1551	7580
使得	8010	4.82	1.0437	1513
程式	8011	4.82	1.1192	5978
周转	8012	4.82	1.3656	3477
北	8013	4.82	1.2728	1917
几乎	8014	4.80	1.0302	1010
厅	8015	4.80	1.0498	1850
下令	8016	4.80	1.1952	6040
后面	8017	4.80	1.1249	3669
意图	8018	4.80	1.3851	3745
口径	8019	4.80	1.0498	7759
法案	8020	4.80	1.2778	4692
禁不住	8021	4.80	1.3401	9540
桑	8022	4.80	1.1429	8060
埃	8023	4.80	0.8081	4148
个别	8024	4.80	1.0690	1997
反弹	8025	4.80	1.4286	9828
太	8026	4.80	1.2289	998
置	8027	4.80	0.6389	2491
体制	8028	4.80	1.1249	353
则	8029	4.80	0.8806	282
形而上	8030	4.80	0.9897	9149
以下	8031	4.80	1.2122	536
下文	8032	4.80	0.9035	8395
佐证	8033	4.80	1.1952	9587
政工	8034	4.80	1.2289	8647
择	8035	4.80	1.1249	3342
时限	8036	4.80	0.8330	8442
国营	8037	4.80	1.4142	1432
得失	8038	4.80	1.1606	7408
汪	8039	4.80	1.3851	7135
杜	8040	4.80	0.9897	4082
基	8041	4.80	0.8571	1068
и	8042	4.80	1.1249	4916
最后	8043	4.80	1.3401	559
按钮	8044	4.80	1.0498	3503
工矿	8045	4.80	1.5779	8460
交涉	8046	4.80	1.1952	4791
欲望	8047	4.80	1.7261	3457
私立	8048	4.80	1.1249	6933
於	8049	4.80	0.8330	2624
were	8050	4.80	1.1249	5717
一半	8051	4.80	1.2122	2307
税法	8052	4.80	1.1066	5550
迫切	8053	4.80	1.6036	2246
曾	8054	4.80	1.0102	1003
下面	8055	4.80	1.1429	1663
当局	8056	4.80	0.9476	1635
三角	8057	4.80	1.1429	4624
清算	8058	4.80	1.4708	4466
歷史	8059	4.80	1.0880	6959
防御	8060	4.80	1.3093	3021
巷	8061	4.80	1.1066	7908
纪检	8062	4.80	1.1780	9515
高龄	8063	4.80	1.4286	9098
此	8064	4.80	0.7284	116
无关	8065	4.80	1.1780	5335
电压	8066	4.80	1.0102	8752
步兵	8067	4.80	1.0102	9496
兼并	8068	4.80	1.0302	3149
税率	8069	4.80	1.0498	2892
避免	8070	4.80	1.2454	1178
承受	8071	4.80	0.9258	3028
医药	8072	4.80	1.3093	2505
然後	8073	4.78	1.2501	7176
突击	8074	4.78	1.2501	5406
发生	8075	4.78	0.9538	254
gdp	8076	4.78	1.1480	6079
哪儿	8077	4.78	1.1830	5683
照搬	8078	4.78	1.3445	8032
党章	8079	4.78	1.5158	5843
立场	8080	4.78	0.9538	1683
籍	8081	4.78	0.7900	5975
截至	8082	4.78	0.8640	4521
啊	8083	4.78	1.4609	5470
副	8084	4.78	0.9538	803
兴衰	8085	4.78	1.0160	7632
竟然	8086	4.78	1.2337	3930
烯	8087	4.78	1.0160	8732
议	8088	4.78	1.1301	1489
政协	8089	4.78	1.3445	1793
署	8090	4.78	1.1657	3522
无意	8091	4.78	1.2337	6127
加紧	8092	4.78	1.1119	4072
军队	8093	4.78	1.1301	902
库存	8094	4.78	1.0934	3242
空白	8095	4.78	1.1301	4125
关头	8096	4.78	1.0554	6131
哪怕	8097	4.78	1.0160	6396
乘机	8098	4.78	1.2501	9795
触及	8099	4.78	0.9957	7310
麽	8100	4.78	0.8401	8013
排水	8101	4.78	1.2337	9250
所用	8102	4.78	1.3445	3912
分解	8103	4.78	0.8873	5615
案子	8104	4.78	0.9957	9527
震动	8105	4.78	1.2824	4532
虽说	8106	4.78	0.9957	9200
巴	8107	4.78	0.9957	1762
控制	8108	4.78	1.3293	408
再见	8109	4.78	1.6325	9673
手续	8110	4.78	1.0746	2645
下来	8111	4.78	0.8640	1006
农村	8112	4.78	1.3293	257
干部	8113	4.78	1.7530	788
即使	8114	4.78	1.1480	1066
作文	8115	4.78	0.9100	6746
排除	8116	4.78	1.4327	2684
干	8117	4.78	1.2824	2216
代为	8118	4.78	0.7083	7672
诊断	8119	4.78	0.7637	4038
稍	8120	4.78	1.1301	4686
返回	8121	4.78	1.2982	3051
故	8122	4.78	0.7900	1779
夸张	8123	4.78	1.4184	4889
临近	8124	4.78	1.0746	8894
受到	8125	4.78	0.7637	489
